IBRC_Geo_ID,State,District Name,Year,Total Population,White Alone,Black Alone,American Indian or Alaskan Native,Asian Alone,Hawaiian or Pacific Islander Alone,Two or More Races,Not Hispanic,Hispanic
6500001                             ,AK,Kenai Peninsula Economic Development District,1990,41125,37508,199,3003,415,NULL,NULL,40421,704
6500001                             ,AK,Kenai Peninsula Economic Development District,1991,42649,38893,204,3120,432,NULL,NULL,41913,736
6500001                             ,AK,Kenai Peninsula Economic Development District,1992,43496,39670,212,3173,441,NULL,NULL,42748,748
6500001                             ,AK,Kenai Peninsula Economic Development District,1993,44201,40265,219,3251,466,NULL,NULL,43431,770
6500001                             ,AK,Kenai Peninsula Economic Development District,1994,45588,41435,237,3423,493,NULL,NULL,44761,827
6500001                             ,AK,Kenai Peninsula Economic Development District,1995,46719,42408,232,3561,518,NULL,NULL,45857,862
6500001                             ,AK,Kenai Peninsula Economic Development District,1996,47859,43325,255,3725,554,NULL,NULL,46957,902
6500001                             ,AK,Kenai Peninsula Economic Development District,1997,48544,43777,280,3909,578,NULL,NULL,47600,944
6500001                             ,AK,Kenai Peninsula Economic Development District,1998,49196,44232,293,4080,591,NULL,NULL,48231,965
6500001                             ,AK,Kenai Peninsula Economic Development District,1999,49729,44652,295,4169,613,NULL,NULL,48724,1005
6500001                             ,AK,Kenai Peninsula Economic Development District,2000,49618,43353,236,3760,488,88,1693,48530,1088
6500001                             ,AK,Kenai Peninsula Economic Development District,2001,49986,43611,273,3729,512,79,1782,48826,1160
6500001                             ,AK,Kenai Peninsula Economic Development District,2002,50804,44144,287,3811,538,89,1935,49547,1257
6500001                             ,AK,Kenai Peninsula Economic Development District,2003,50963,44214,283,3808,547,91,2020,49657,1306
6500001                             ,AK,Kenai Peninsula Economic Development District,2004,51404,44423,271,3819,570,110,2211,50055,1349
6500001                             ,AK,Kenai Peninsula Economic Development District,2005,51590,44557,283,3829,562,111,2248,50188,1402
6500001                             ,AK,Kenai Peninsula Economic Development District,2006,52253,44951,279,3909,573,122,2419,50789,1464
6500001                             ,AK,Kenai Peninsula Economic Development District,2007,53272,45711,277,3975,618,115,2576,51747,1525
6500001                             ,AK,Kenai Peninsula Economic Development District,2008,53655,45974,278,3994,649,130,2630,52083,1572
6500001                             ,AK,Kenai Peninsula Economic Development District,2009,54796,46817,276,4119,626,133,2825,53177,1619
6500001                             ,AK,Kenai Peninsula Economic Development District,2010,55554,47323,303,4147,661,135,2985,53884,1670
6500001                             ,AK,Kenai Peninsula Economic Development District,2011,56311,47856,329,4234,696,143,3053,54531,1780
6500001                             ,AK,Kenai Peninsula Economic Development District,2012,56920,48355,386,4210,697,150,3122,54997,1923
6500001                             ,AK,Kenai Peninsula Economic Development District,2013,57039,48337,395,4225,770,148,3164,54973,2066
6500001                             ,AK,Kenai Peninsula Economic Development District,2014,57594,48559,394,4356,798,154,3333,55407,2187
6500001                             ,AK,Kenai Peninsula Economic Development District,2015,58075,48774,404,4469,839,148,3441,55782,2293
6500001                             ,AK,Kenai Peninsula Economic Development District,2016,58515,49011,433,4575,911,152,3433,56104,2411
6500001                             ,AK,Kenai Peninsula Economic Development District,2017,58594,48865,445,4644,1026,154,3460,56156,2438
6500001                             ,AK,Kenai Peninsula Economic Development District,2018,58609,48730,444,4727,1039,182,3487,56110,2499
6500001                             ,AK,Kenai Peninsula Economic Development District,2019,58914,48963,477,4744,1068,175,3487,56382,2532
6500001                             ,AK,Kenai Peninsula Economic Development District,2020,58941,48709,506,4868,1101,192,3565,56546,2395
6500001                             ,AK,Kenai Peninsula Economic Development District,2021,59947,49461,543,4934,1140,192,3677,57418,2529
6500001                             ,AK,Kenai Peninsula Economic Development District,2022,60631,49965,548,4975,1170,205,3768,57955,2676
6500001                             ,AK,Kenai Peninsula Economic Development District,2023,61285,50454,576,5063,1150,214,3828,58513,2772
6500001                             ,AK,Kenai Peninsula Economic Development District,2024,61259,50281,601,5040,1197,213,3927,58364,2895
6500002                             ,AK,Prince William Sound Economic Development District,2010,6710,5179,37,653,346,41,454,6408,302
6500002                             ,AK,Prince William Sound Economic Development District,2011,6775,5174,53,680,348,46,474,6472,303
6500002                             ,AK,Prince William Sound Economic Development District,2012,6771,5118,76,698,352,39,488,6435,336
6500002                             ,AK,Prince William Sound Economic Development District,2013,6809,5132,66,717,362,40,492,6471,338
6500002                             ,AK,Prince William Sound Economic Development District,2014,6622,4967,68,728,353,38,468,6293,329
6500002                             ,AK,Prince William Sound Economic Development District,2015,6526,4874,63,730,357,45,457,6188,338
6500002                             ,AK,Prince William Sound Economic Development District,2016,6542,4864,64,749,367,44,454,6203,339
6500002                             ,AK,Prince William Sound Economic Development District,2017,6509,4789,62,762,391,45,460,6160,349
6500002                             ,AK,Prince William Sound Economic Development District,2018,6487,4730,68,779,409,40,461,6134,353
6500002                             ,AK,Prince William Sound Economic Development District,2019,6509,4714,71,783,434,43,464,6149,360
6500002                             ,AK,Prince William Sound Economic Development District,2020,7082,5120,91,859,475,41,496,6675,407
6500002                             ,AK,Prince William Sound Economic Development District,2021,6967,4974,103,847,483,46,514,6559,408
6500002                             ,AK,Prince William Sound Economic Development District,2022,6910,4908,123,834,500,47,498,6495,415
6500002                             ,AK,Prince William Sound Economic Development District,2023,6749,4767,142,779,495,56,510,6354,395
6500002                             ,AK,Prince William Sound Economic Development District,2024,6604,4645,164,764,459,61,511,6180,424
6500003                             ,AK,Southeast Conference,1990,69506,54060,385,12986,2075,NULL,NULL,68145,1361
6500003                             ,AK,Southeast Conference,1991,71142,55405,389,13162,2186,NULL,NULL,69766,1376
6500003                             ,AK,Southeast Conference,1992,72040,56120,413,13238,2269,NULL,NULL,70644,1396
6500003                             ,AK,Southeast Conference,1993,73133,56954,438,13382,2359,NULL,NULL,71718,1415
6500003                             ,AK,Southeast Conference,1994,73296,56895,440,13546,2415,NULL,NULL,71844,1452
6500003                             ,AK,Southeast Conference,1995,73782,57185,415,13687,2495,NULL,NULL,72283,1499
6500003                             ,AK,Southeast Conference,1996,74559,57475,434,14002,2648,NULL,NULL,72977,1582
6500003                             ,AK,Southeast Conference,1997,74772,57404,449,14148,2771,NULL,NULL,73102,1670
6500003                             ,AK,Southeast Conference,1998,73705,56262,455,14189,2799,NULL,NULL,72012,1693
6500003                             ,AK,Southeast Conference,1999,73372,55826,469,14218,2859,NULL,NULL,71570,1802
6500003                             ,AK,Southeast Conference,2000,56708,42318,373,7912,2456,186,3463,54960,1748
6500003                             ,AK,Southeast Conference,2001,56123,41634,428,7777,2540,202,3542,54278,1845
6500003                             ,AK,Southeast Conference,2002,56212,41405,425,7775,2679,214,3714,54256,1956
6500003                             ,AK,Southeast Conference,2003,56219,41159,427,7682,2818,238,3895,54175,2044
6500003                             ,AK,Southeast Conference,2004,56165,40761,430,7747,2827,237,4163,53987,2178
6500003                             ,AK,Southeast Conference,2005,56247,40561,444,7759,2949,233,4301,53954,2293
6500003                             ,AK,Southeast Conference,2006,56288,40298,427,7808,3031,244,4480,53892,2396
6500003                             ,AK,Southeast Conference,2007,55909,39760,438,7714,3117,249,4631,53509,2400
6500003                             ,AK,Southeast Conference,2008,56302,39882,429,7704,3217,271,4799,53770,2532
6500003                             ,AK,Southeast Conference,2009,56146,39355,402,7732,3334,289,5034,53602,2544
6500003                             ,AK,Southeast Conference,2010,57014,39819,434,7748,3489,297,5227,54324,2690
6500003                             ,AK,Southeast Conference,2011,57973,40358,493,7790,3560,348,5424,55098,2875
6500003                             ,AK,Southeast Conference,2012,58401,40474,594,7799,3649,390,5495,55316,3085
6500003                             ,AK,Southeast Conference,2013,58546,40438,629,7810,3774,411,5484,55333,3213
6500003                             ,AK,Southeast Conference,2014,58385,40291,656,7792,3814,404,5428,55118,3267
6500003                             ,AK,Southeast Conference,2015,58326,40120,650,7800,3904,419,5433,54930,3396
6500003                             ,AK,Southeast Conference,2016,58106,39783,666,7748,4013,431,5465,54537,3569
6500003                             ,AK,Southeast Conference,2017,57756,39346,677,7690,4053,458,5532,54125,3631
6500003                             ,AK,Southeast Conference,2018,57582,39206,709,7610,4044,482,5531,53842,3740
6500003                             ,AK,Southeast Conference,2019,57581,39140,720,7562,4082,498,5579,53805,3776
6500003                             ,AK,Southeast Conference,2020,57312,38825,714,7590,4144,497,5542,53827,3485
6500003                             ,AK,Southeast Conference,2021,56962,38452,744,7615,4148,493,5510,53365,3597
6500003                             ,AK,Southeast Conference,2022,56595,38001,762,7580,4256,492,5504,52893,3702
6500003                             ,AK,Southeast Conference,2023,56269,37607,780,7482,4389,484,5527,52468,3801
6500003                             ,AK,Southeast Conference,2024,56398,37511,816,7418,4567,511,5575,52535,3863
6500004                             ,AK,Southwest Alaska Municipal Conference,1990,32550,19738,679,9117,3016,NULL,NULL,31124,1426
6500004                             ,AK,Southwest Alaska Municipal Conference,1991,33062,19702,610,9583,3167,NULL,NULL,31627,1435
6500004                             ,AK,Southwest Alaska Municipal Conference,1992,33554,19637,620,9938,3359,NULL,NULL,32094,1460
6500004                             ,AK,Southwest Alaska Municipal Conference,1993,34780,20111,632,10335,3702,NULL,NULL,33236,1544
6500004                             ,AK,Southwest Alaska Municipal Conference,1994,32015,17890,513,9932,3680,NULL,NULL,30554,1461
6500004                             ,AK,Southwest Alaska Municipal Conference,1995,30580,16689,419,9717,3755,NULL,NULL,29107,1473
6500004                             ,AK,Southwest Alaska Municipal Conference,1996,30785,16360,429,9962,4034,NULL,NULL,29229,1556
6500004                             ,AK,Southwest Alaska Municipal Conference,1997,30106,15583,337,10057,4129,NULL,NULL,28558,1548
6500004                             ,AK,Southwest Alaska Municipal Conference,1998,29850,15187,323,10134,4206,NULL,NULL,28283,1567
6500004                             ,AK,Southwest Alaska Municipal Conference,1999,29927,14912,344,10258,4413,NULL,NULL,28240,1687
6500004                             ,AK,Southwest Alaska Municipal Conference,2000,30108,14327,388,9575,4402,173,1243,28205,1903
6500004                             ,AK,Southwest Alaska Municipal Conference,2001,29590,13952,426,9167,4612,172,1261,27651,1939
6500004                             ,AK,Southwest Alaska Municipal Conference,2002,29544,13775,480,9020,4773,174,1322,27550,1994
6500004                             ,AK,Southwest Alaska Municipal Conference,2003,29274,13388,492,8839,4952,187,1416,27245,2029
6500004                             ,AK,Southwest Alaska Municipal Conference,2004,29369,13304,530,8771,5070,197,1497,27309,2060
6500004                             ,AK,Southwest Alaska Municipal Conference,2005,29456,13048,561,8719,5224,215,1689,27304,2152
6500004                             ,AK,Southwest Alaska Municipal Conference,2006,29204,12835,593,8526,5256,214,1780,27080,2124
6500004                             ,AK,Southwest Alaska Municipal Conference,2007,29174,12725,632,8491,5232,223,1871,26996,2178
6500004                             ,AK,Southwest Alaska Municipal Conference,2008,29061,12505,635,8379,5346,223,1973,26808,2253
6500004                             ,AK,Southwest Alaska Municipal Conference,2009,29490,12661,673,8381,5489,233,2053,27216,2274
6500004                             ,AK,Southwest Alaska Municipal Conference,2010,29874,12736,710,8466,5607,241,2114,27576,2298
6500004                             ,AK,Southwest Alaska Municipal Conference,2011,30280,12774,791,8522,5809,248,2136,27884,2396
6500004                             ,AK,Southwest Alaska Municipal Conference,2012,30594,12861,828,8400,6057,294,2154,28111,2483
6500004                             ,AK,Southwest Alaska Municipal Conference,2013,30814,12711,906,8409,6333,294,2161,28279,2535
6500004                             ,AK,Southwest Alaska Municipal Conference,2014,30649,12428,949,8299,6496,305,2172,27984,2665
6500004                             ,AK,Southwest Alaska Municipal Conference,2015,30405,12286,934,8142,6558,332,2153,27666,2739
6500004                             ,AK,Southwest Alaska Municipal Conference,2016,30263,12044,942,8043,6771,322,2141,27516,2747
6500004                             ,AK,Southwest Alaska Municipal Conference,2017,30219,11747,969,7981,6997,342,2183,27432,2787
6500004                             ,AK,Southwest Alaska Municipal Conference,2018,29928,11499,970,8032,6892,337,2198,27165,2763
6500004                             ,AK,Southwest Alaska Municipal Conference,2019,29621,11220,955,7938,6927,353,2228,26902,2719
6500004                             ,AK,Southwest Alaska Municipal Conference,2020,28815,11054,1027,7252,6950,328,2204,26137,2678
6500004                             ,AK,Southwest Alaska Municipal Conference,2021,28473,10870,1094,7156,6790,334,2229,25762,2711
6500004                             ,AK,Southwest Alaska Municipal Conference,2022,28191,10773,1094,6971,6754,345,2254,25431,2760
6500004                             ,AK,Southwest Alaska Municipal Conference,2023,28267,10826,1103,6830,6902,372,2234,25472,2795
6500004                             ,AK,Southwest Alaska Municipal Conference,2024,28551,10945,1161,6762,7039,385,2259,25619,2932
6500005                             ,AL,Alabama-Tombigbee Regional Commission,1990,211536,102747,107160,1383,246,NULL,NULL,210909,627
6500005                             ,AL,Alabama-Tombigbee Regional Commission,1991,211684,102574,107457,1408,245,NULL,NULL,211096,588
6500005                             ,AL,Alabama-Tombigbee Regional Commission,1992,211912,102100,108165,1408,239,NULL,NULL,211351,561
6500005                             ,AL,Alabama-Tombigbee Regional Commission,1993,212655,101953,109015,1437,250,NULL,NULL,212070,585
6500005                             ,AL,Alabama-Tombigbee Regional Commission,1994,213027,101555,109778,1445,249,NULL,NULL,212422,605
6500005                             ,AL,Alabama-Tombigbee Regional Commission,1995,212953,100990,110224,1481,258,NULL,NULL,212309,644
6500005                             ,AL,Alabama-Tombigbee Regional Commission,1996,212483,100359,110279,1563,282,NULL,NULL,211755,728
6500005                             ,AL,Alabama-Tombigbee Regional Commission,1997,211969,99556,110552,1576,285,NULL,NULL,211185,784
6500005                             ,AL,Alabama-Tombigbee Regional Commission,1998,210836,98709,110279,1568,280,NULL,NULL,209982,854
6500005                             ,AL,Alabama-Tombigbee Regional Commission,1999,209930,97718,110335,1598,279,NULL,NULL,208998,932
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2000,208405,96123,109084,1769,391,31,1007,206793,1612
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2001,206710,94822,108678,1763,397,28,1022,205051,1659
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2002,204641,93520,107840,1817,393,28,1043,202977,1664
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2003,203062,92253,107442,1832,404,36,1095,201381,1681
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2004,201430,90985,106990,1863,418,36,1138,199758,1672
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2005,199499,89780,106134,1892,423,60,1210,197796,1703
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2006,198907,88851,106402,1909,438,70,1237,197209,1698
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2007,197598,87773,106036,1974,447,69,1299,195895,1703
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2008,197022,86825,106327,1995,457,78,1340,195310,1712
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2009,195234,86148,105143,2003,467,85,1388,193441,1793
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2010,194144,85294,104858,2027,477,85,1403,192303,1841
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2011,191844,84194,103489,1991,558,87,1525,189844,2000
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2012,189584,83467,101867,1973,633,91,1553,187390,2194
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2013,187167,82299,100464,1947,730,92,1635,184849,2318
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2014,185249,81427,99244,1994,783,93,1708,182870,2379
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2015,183657,80700,98287,1985,857,96,1732,181235,2422
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2016,181058,79357,96958,1948,904,100,1791,178557,2501
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2017,178653,78537,95327,1946,923,96,1824,176082,2571
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2018,176075,77319,93805,1963,976,99,1913,173438,2637
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2019,173046,76083,92014,1979,922,101,1947,170313,2733
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2020,170834,74196,91686,1916,908,98,2030,168749,2085
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2021,168511,73130,90340,1885,936,100,2120,166300,2211
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2022,166159,72242,88785,1888,962,102,2180,163733,2426
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2023,164462,71625,87455,1926,1052,106,2298,161851,2611
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2024,162626,71011,86021,1969,1107,105,2413,159841,2785
6500006                             ,AL,East Alabama Regional Planning and Development Commission,1990,442633,346008,94249,884,1492,NULL,NULL,440221,2412
6500006                             ,AL,East Alabama Regional Planning and Development Commission,1991,443993,347090,94536,910,1457,NULL,NULL,441607,2386
6500006                             ,AL,East Alabama Regional Planning and Development Commission,1992,447273,349287,95574,928,1484,NULL,NULL,444776,2497
6500006                             ,AL,East Alabama Regional Planning and Development Commission,1993,450534,351523,96533,954,1524,NULL,NULL,447867,2667
6500006                             ,AL,East Alabama Regional Planning and Development Commission,1994,453098,353040,97533,986,1539,NULL,NULL,450163,2935
6500006                             ,AL,East Alabama Regional Planning and Development Commission,1995,455712,354709,98412,1006,1585,NULL,NULL,452499,3213
6500006                             ,AL,East Alabama Regional Planning and Development Commission,1996,458347,356753,98839,1125,1630,NULL,NULL,454671,3676
6500006                             ,AL,East Alabama Regional Planning and Development Commission,1997,461933,359160,99932,1191,1650,NULL,NULL,457819,4114
6500006                             ,AL,East Alabama Regional Planning and Development Commission,1998,464091,360656,100542,1208,1685,NULL,NULL,459434,4657
6500006                             ,AL,East Alabama Regional Planning and Development Commission,1999,463084,359708,100475,1229,1672,NULL,NULL,458258,4826
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2000,460061,354526,99337,1399,1545,158,3096,454130,5931
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2001,459876,353832,99521,1446,1650,178,3249,453198,6678
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2002,459997,353413,99628,1516,1693,215,3532,452786,7211
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2003,460531,353142,99884,1567,1824,260,3854,452746,7785
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2004,461480,353094,100414,1609,1933,294,4136,453091,8389
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2005,462934,353312,100985,1738,2080,338,4481,453682,9252
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2006,465298,354403,101725,1803,2147,378,4842,455215,10083
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2007,467129,355082,102328,1879,2248,412,5180,456394,10735
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2008,469556,356066,103259,1941,2288,447,5555,458160,11396
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2009,470543,356407,103296,2019,2499,487,5835,458387,12156
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2010,470205,355895,103072,2055,2568,522,6093,457736,12469
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2011,468270,354205,102487,2064,2681,526,6307,455511,12759
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2012,466983,352258,102793,2069,2820,522,6521,454069,12914
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2013,465399,350210,102862,2120,2977,508,6722,452339,13060
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2014,463591,347977,102925,2158,3115,503,6913,450509,13082
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2015,461985,346065,102818,2206,3245,513,7138,448715,13270
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2016,460274,344476,102288,2278,3319,532,7381,446614,13660
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2017,459881,343736,102379,2261,3396,555,7554,445900,13981
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2018,459147,342307,102674,2331,3402,559,7874,444651,14496
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2019,458266,341179,102748,2393,3320,571,8055,443354,14912
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2020,463642,344190,104612,2538,3322,634,8346,447574,16068
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2021,461401,342647,103661,2557,3270,641,8625,444850,16551
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2022,461852,342899,103434,2620,3273,669,8957,444603,17249
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2023,464027,344361,103465,2678,3450,713,9360,445824,18203
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2024,465161,344651,103568,2773,3637,699,9833,445924,19237
6500007                             ,AL,North-Central Alabama Council of Governments,1990,199943,181362,15523,2572,486,NULL,NULL,198993,950
6500007                             ,AL,North-Central Alabama Council of Governments,1991,202958,183932,15828,2674,524,NULL,NULL,201860,1098
6500007                             ,AL,North-Central Alabama Council of Governments,1992,205867,186500,16150,2666,551,NULL,NULL,204609,1258
6500007                             ,AL,North-Central Alabama Council of Governments,1993,208903,189105,16509,2707,582,NULL,NULL,207392,1511
6500007                             ,AL,North-Central Alabama Council of Governments,1994,210997,190925,16734,2750,588,NULL,NULL,209181,1816
6500007                             ,AL,North-Central Alabama Council of Governments,1995,213441,192911,17053,2835,642,NULL,NULL,211209,2232
6500007                             ,AL,North-Central Alabama Council of Governments,1996,215905,194993,17290,2942,680,NULL,NULL,213218,2687
6500007                             ,AL,North-Central Alabama Council of Governments,1997,218106,196765,17634,3003,704,NULL,NULL,214813,3293
6500007                             ,AL,North-Central Alabama Council of Governments,1998,220389,198766,17853,3030,740,NULL,NULL,216390,3999
6500007                             ,AL,North-Central Alabama Council of Governments,1999,222272,200291,18090,3135,756,NULL,NULL,217494,4778
6500007                             ,AL,North-Central Alabama Council of Governments,2000,223568,198981,17996,3015,709,105,2762,217829,5739
6500007                             ,AL,North-Central Alabama Council of Governments,2001,223967,199043,18101,3072,769,102,2880,217592,6375
6500007                             ,AL,North-Central Alabama Council of Governments,2002,223907,198789,18068,3126,793,124,3007,217024,6883
6500007                             ,AL,North-Central Alabama Council of Governments,2003,225043,199420,18218,3236,866,118,3185,217543,7500
6500007                             ,AL,North-Central Alabama Council of Governments,2004,225455,199657,18222,3230,890,130,3326,217260,8195
6500007                             ,AL,North-Central Alabama Council of Governments,2005,227091,200852,18309,3291,949,145,3545,217988,9103
6500007                             ,AL,North-Central Alabama Council of Governments,2006,228563,201817,18525,3400,984,150,3687,218626,9937
6500007                             ,AL,North-Central Alabama Council of Governments,2007,230266,203022,18722,3442,1042,159,3879,219398,10868
6500007                             ,AL,North-Central Alabama Council of Governments,2008,232163,204295,18999,3562,1069,176,4062,220366,11797
6500007                             ,AL,North-Central Alabama Council of Governments,2009,233620,205296,19234,3656,1079,181,4174,221053,12567
6500007                             ,AL,North-Central Alabama Council of Governments,2010,234412,205604,19358,3775,1139,201,4335,221225,13187
6500007                             ,AL,North-Central Alabama Council of Governments,2011,234503,205492,19434,3701,1222,210,4444,221200,13303
6500007                             ,AL,North-Central Alabama Council of Governments,2012,234222,205015,19497,3682,1281,213,4534,221057,13165
6500007                             ,AL,North-Central Alabama Council of Governments,2013,233882,204549,19513,3657,1302,209,4652,220754,13128
6500007                             ,AL,North-Central Alabama Council of Governments,2014,234000,204439,19591,3650,1326,211,4783,220738,13262
6500007                             ,AL,North-Central Alabama Council of Governments,2015,234203,204430,19631,3691,1377,227,4847,220782,13421
6500007                             ,AL,North-Central Alabama Council of Governments,2016,234720,204475,19881,3714,1430,250,4970,220794,13926
6500007                             ,AL,North-Central Alabama Council of Governments,2017,234805,204394,19966,3666,1385,256,5138,220674,14131
6500007                             ,AL,North-Central Alabama Council of Governments,2018,235421,204545,20161,3704,1438,279,5294,220954,14467
6500007                             ,AL,North-Central Alabama Council of Governments,2019,236125,205048,20305,3713,1436,272,5351,221347,14778
6500007                             ,AL,North-Central Alabama Council of Governments,2020,244546,212429,20846,3870,1515,278,5608,227102,17444
6500007                             ,AL,North-Central Alabama Council of Governments,2021,245900,213451,20928,3897,1557,273,5794,228061,17839
6500007                             ,AL,North-Central Alabama Council of Governments,2022,247997,214895,21314,3951,1594,290,5953,229532,18465
6500007                             ,AL,North-Central Alabama Council of Governments,2023,250869,217146,21483,4102,1662,304,6172,231345,19524
6500007                             ,AL,North-Central Alabama Council of Governments,2024,252255,217969,21437,4296,1769,316,6468,231683,20572
6500008                             ,AL,Northwest Alabama Council of Local Governments,1990,211599,192090,18712,432,365,NULL,NULL,210914,685
6500008                             ,AL,Northwest Alabama Council of Local Governments,1991,213581,193861,18905,450,365,NULL,NULL,212838,743
6500008                             ,AL,Northwest Alabama Council of Local Governments,1992,216057,196046,19165,461,385,NULL,NULL,215214,843
6500008                             ,AL,Northwest Alabama Council of Local Governments,1993,219022,198651,19479,491,401,NULL,NULL,218055,967
6500008                             ,AL,Northwest Alabama Council of Local Governments,1994,221038,200436,19685,498,419,NULL,NULL,219851,1187
6500008                             ,AL,Northwest Alabama Council of Local Governments,1995,223321,202391,19960,519,451,NULL,NULL,221858,1463
6500008                             ,AL,Northwest Alabama Council of Local Governments,1996,225961,204716,20192,576,477,NULL,NULL,224117,1844
6500008                             ,AL,Northwest Alabama Council of Local Governments,1997,227733,206175,20452,614,492,NULL,NULL,225368,2365
6500008                             ,AL,Northwest Alabama Council of Local Governments,1998,228845,207186,20530,618,511,NULL,NULL,226011,2834
6500008                             ,AL,Northwest Alabama Council of Local Governments,1999,229411,207636,20566,664,545,NULL,NULL,225782,3629
6500008                             ,AL,Northwest Alabama Council of Local Governments,2000,230272,206843,20460,742,589,95,1543,225703,4569
6500008                             ,AL,Northwest Alabama Council of Local Governments,2001,229148,205616,20306,820,635,91,1680,224304,4844
6500008                             ,AL,Northwest Alabama Council of Local Governments,2002,228262,204640,20185,869,706,90,1772,223101,5161
6500008                             ,AL,Northwest Alabama Council of Local Governments,2003,228386,204635,20042,949,740,109,1911,222826,5560
6500008                             ,AL,Northwest Alabama Council of Local Governments,2004,229010,205013,20024,985,797,108,2083,223048,5962
6500008                             ,AL,Northwest Alabama Council of Local Governments,2005,229808,205398,20094,1056,877,121,2262,223288,6520
6500008                             ,AL,Northwest Alabama Council of Local Governments,2006,231416,206483,20275,1143,960,136,2419,224220,7196
6500008                             ,AL,Northwest Alabama Council of Local Governments,2007,232304,207006,20415,1194,995,137,2557,224517,7787
6500008                             ,AL,Northwest Alabama Council of Local Governments,2008,233748,207926,20587,1273,1064,149,2749,225342,8406
6500008                             ,AL,Northwest Alabama Council of Local Governments,2009,233878,207615,20718,1349,1125,159,2912,224979,8899
6500008                             ,AL,Northwest Alabama Council of Local Governments,2010,234245,207642,20754,1422,1186,170,3071,225024,9221
6500008                             ,AL,Northwest Alabama Council of Local Governments,2011,233959,207142,20807,1451,1219,172,3168,224491,9468
6500008                             ,AL,Northwest Alabama Council of Local Governments,2012,233653,206383,21029,1473,1284,188,3296,224103,9550
6500008                             ,AL,Northwest Alabama Council of Local Governments,2013,233274,205875,21048,1495,1298,209,3349,223554,9720
6500008                             ,AL,Northwest Alabama Council of Local Governments,2014,233461,205846,21022,1513,1343,229,3508,223634,9827
6500008                             ,AL,Northwest Alabama Council of Local Governments,2015,232561,204899,20929,1520,1351,225,3637,222411,10150
6500008                             ,AL,Northwest Alabama Council of Local Governments,2016,232547,204772,20839,1526,1417,230,3763,221981,10566
6500008                             ,AL,Northwest Alabama Council of Local Governments,2017,232631,204590,20960,1543,1417,228,3893,221734,10897
6500008                             ,AL,Northwest Alabama Council of Local Governments,2018,232664,204469,20982,1585,1422,236,3970,221363,11301
6500008                             ,AL,Northwest Alabama Council of Local Governments,2019,233382,204861,21102,1625,1493,241,4060,221786,11596
6500008                             ,AL,Northwest Alabama Council of Local Governments,2020,236075,206619,21702,1735,1594,257,4168,223384,12691
6500008                             ,AL,Northwest Alabama Council of Local Governments,2021,237063,207059,21865,1795,1680,257,4407,224000,13063
