IBRC_Geo_ID,Metrofips/Microfips,Description,Year,Geography,Total Population,White Alone,Black Alone,American Indian or Alaskan Native,Asian Alone,Hawaiian or Pacific Islander Alone,Two or More Races,Not Hispanic,Hispanic
210100,10100,"Aberdeen, SD",1990,Micro,39873,38721,38,976,138,NULL,NULL,39767,106
210100,10100,"Aberdeen, SD",1991,Micro,39906,38732,42,988,144,NULL,NULL,39803,103
210100,10100,"Aberdeen, SD",1992,Micro,40098,38893,52,1011,142,NULL,NULL,39995,103
210100,10100,"Aberdeen, SD",1993,Micro,40308,39144,50,967,147,NULL,NULL,40204,104
210100,10100,"Aberdeen, SD",1994,Micro,40427,39273,61,948,145,NULL,NULL,40311,116
210100,10100,"Aberdeen, SD",1995,Micro,40567,39431,50,937,149,NULL,NULL,40441,126
210100,10100,"Aberdeen, SD",1996,Micro,40667,39471,64,974,158,NULL,NULL,40530,137
210100,10100,"Aberdeen, SD",1997,Micro,40454,39227,75,994,158,NULL,NULL,40301,153
210100,10100,"Aberdeen, SD",1998,Micro,40202,38964,80,1003,155,NULL,NULL,40035,167
210100,10100,"Aberdeen, SD",1999,Micro,40072,38793,95,1022,162,NULL,NULL,39890,182
210100,10100,"Aberdeen, SD",2000,Micro,39825,38278,104,966,151,34,292,39566,259
210100,10100,"Aberdeen, SD",2001,Micro,39602,37954,131,963,191,41,322,39270,332
210100,10100,"Aberdeen, SD",2002,Micro,39417,37703,137,979,189,47,362,39066,351
210100,10100,"Aberdeen, SD",2003,Micro,39419,37575,145,1027,233,39,400,39039,380
210100,10100,"Aberdeen, SD",2004,Micro,39440,37540,157,1047,227,37,432,39028,412
210100,10100,"Aberdeen, SD",2005,Micro,39569,37602,159,1027,267,56,458,39132,437
210100,10100,"Aberdeen, SD",2006,Micro,39604,37616,166,1034,271,44,473,39138,466
210100,10100,"Aberdeen, SD",2007,Micro,39847,37794,168,1050,288,42,505,39356,491
210100,10100,"Aberdeen, SD",2008,Micro,39915,37774,175,1091,300,48,527,39422,493
210100,10100,"Aberdeen, SD",2009,Micro,40219,37974,200,1104,326,47,568,39692,527
210100,10100,"Aberdeen, SD",2010,Micro,40721,38311,218,1158,381,47,606,40153,568
210100,10100,"Aberdeen, SD",2011,Micro,40974,38391,276,1215,423,45,624,40318,656
210100,10100,"Aberdeen, SD",2012,Micro,41591,38626,439,1271,568,48,639,40787,804
210100,10100,"Aberdeen, SD",2013,Micro,42175,38946,499,1288,684,67,691,41181,994
210100,10100,"Aberdeen, SD",2014,Micro,42250,38859,509,1332,756,62,732,41305,945
210100,10100,"Aberdeen, SD",2015,Micro,42432,38845,527,1350,893,69,748,41485,947
210100,10100,"Aberdeen, SD",2016,Micro,42821,38731,621,1444,1120,72,833,41750,1071
210100,10100,"Aberdeen, SD",2017,Micro,43247,38605,862,1482,1346,95,857,42041,1206
210100,10100,"Aberdeen, SD",2018,Micro,42956,38434,867,1447,1245,97,866,41544,1412
210100,10100,"Aberdeen, SD",2019,Micro,42740,38177,876,1403,1305,101,878,41251,1489
210100,10100,"Aberdeen, SD",2020,Micro,42216,37627,772,1440,1361,111,905,40502,1714
210100,10100,"Aberdeen, SD",2021,Micro,42152,37457,786,1498,1369,113,929,40355,1797
210100,10100,"Aberdeen, SD",2022,Micro,42018,37396,764,1508,1249,131,970,40176,1842
210100,10100,"Aberdeen, SD",2023,Micro,41717,37186,741,1511,1180,127,972,39828,1889
210100,10100,"Aberdeen, SD",2024,Micro,41522,37091,708,1513,1132,137,941,39487,2035
210140,10140,"Aberdeen, WA",1990,Micro,64397,60812,118,2747,720,NULL,NULL,63216,1181
210140,10140,"Aberdeen, WA",1991,Micro,64649,60965,127,2819,738,NULL,NULL,63343,1306
210140,10140,"Aberdeen, WA",1992,Micro,65417,61570,139,2932,776,NULL,NULL,63985,1432
210140,10140,"Aberdeen, WA",1993,Micro,65991,62015,158,3022,796,NULL,NULL,64387,1604
210140,10140,"Aberdeen, WA",1994,Micro,66644,62530,177,3112,825,NULL,NULL,64876,1768
210140,10140,"Aberdeen, WA",1995,Micro,67273,62986,199,3222,866,NULL,NULL,65289,1984
210140,10140,"Aberdeen, WA",1996,Micro,67764,63323,227,3319,895,NULL,NULL,65545,2219
210140,10140,"Aberdeen, WA",1997,Micro,68022,63421,257,3422,922,NULL,NULL,65568,2454
210140,10140,"Aberdeen, WA",1998,Micro,67466,62733,280,3503,950,NULL,NULL,64768,2698
210140,10140,"Aberdeen, WA",1999,Micro,67265,62414,312,3580,959,NULL,NULL,64316,2949
210140,10140,"Aberdeen, WA",2000,Micro,67075,60979,246,3193,860,80,1717,63798,3277
210140,10140,"Aberdeen, WA",2001,Micro,67896,61537,399,3229,894,86,1751,64371,3525
210140,10140,"Aberdeen, WA",2002,Micro,68264,61662,462,3304,932,110,1794,64434,3830
210140,10140,"Aberdeen, WA",2003,Micro,69065,62257,564,3295,938,133,1878,64987,4078
210140,10140,"Aberdeen, WA",2004,Micro,69775,62694,608,3388,943,129,2013,65353,4422
210140,10140,"Aberdeen, WA",2005,Micro,70423,63118,668,3444,941,154,2098,65619,4804
210140,10140,"Aberdeen, WA",2006,Micro,71256,63706,718,3530,951,155,2196,66051,5205
210140,10140,"Aberdeen, WA",2007,Micro,71827,64073,757,3571,992,170,2264,66326,5501
210140,10140,"Aberdeen, WA",2008,Micro,72027,64083,773,3617,1029,184,2341,66195,5832
210140,10140,"Aberdeen, WA",2009,Micro,72468,64270,842,3595,1067,194,2500,66340,6128
210140,10140,"Aberdeen, WA",2010,Micro,72849,64520,860,3695,1083,201,2490,66538,6311
210140,10140,"Aberdeen, WA",2011,Micro,72374,64000,883,3765,1059,203,2464,65896,6478
210140,10140,"Aberdeen, WA",2012,Micro,71785,63336,889,3793,1042,211,2514,65129,6656
210140,10140,"Aberdeen, WA",2013,Micro,71059,62623,912,3786,1033,206,2499,64280,6779
210140,10140,"Aberdeen, WA",2014,Micro,70796,62238,939,3807,1021,217,2574,64016,6780
210140,10140,"Aberdeen, WA",2015,Micro,71027,62297,946,3865,1029,213,2677,64139,6888
210140,10140,"Aberdeen, WA",2016,Micro,71555,62669,947,3927,1045,217,2750,64536,7019
210140,10140,"Aberdeen, WA",2017,Micro,72507,63455,978,4004,1042,234,2794,65296,7211
210140,10140,"Aberdeen, WA",2018,Micro,73787,64387,998,4147,1093,244,2918,66211,7576
210140,10140,"Aberdeen, WA",2019,Micro,75047,65354,1038,4233,1135,259,3028,67191,7856
210140,10140,"Aberdeen, WA",2020,Micro,75863,65849,1087,4278,1173,289,3187,67909,7954
210140,10140,"Aberdeen, WA",2021,Micro,76859,66622,1126,4274,1202,310,3325,68599,8260
210140,10140,"Aberdeen, WA",2022,Micro,77080,66647,1176,4259,1273,319,3406,68529,8551
210140,10140,"Aberdeen, WA",2023,Micro,77570,66834,1223,4345,1327,331,3510,68593,8977
210140,10140,"Aberdeen, WA",2024,Micro,77893,66822,1281,4470,1406,330,3584,68549,9344
210180,10180,"Abilene, TX",1990,Metro,147834,137199,8438,595,1602,NULL,NULL,127007,20827
210180,10180,"Abilene, TX",1991,Metro,147400,136609,8546,602,1643,NULL,NULL,126427,20973
210180,10180,"Abilene, TX",1992,Metro,149917,138709,8825,654,1729,NULL,NULL,128162,21755
210180,10180,"Abilene, TX",1993,Metro,152909,140627,9785,719,1778,NULL,NULL,129905,23004
210180,10180,"Abilene, TX",1994,Metro,153779,141161,10052,751,1815,NULL,NULL,130217,23562
210180,10180,"Abilene, TX",1995,Metro,156097,142818,10583,804,1892,NULL,NULL,131733,24364
210180,10180,"Abilene, TX",1996,Metro,156351,142718,10838,849,1946,NULL,NULL,131450,24901
210180,10180,"Abilene, TX",1997,Metro,157405,143450,11079,893,1983,NULL,NULL,131853,25552
210180,10180,"Abilene, TX",1998,Metro,158264,144074,11234,940,2016,NULL,NULL,132108,26156
210180,10180,"Abilene, TX",1999,Metro,159755,145162,11542,982,2069,NULL,NULL,132824,26931
210180,10180,"Abilene, TX",2000,Metro,160288,143965,11354,1048,1841,101,1979,132596,27692
210180,10180,"Abilene, TX",2001,Metro,158917,142462,11319,1118,1870,107,2041,130695,28222
210180,10180,"Abilene, TX",2002,Metro,159012,142292,11350,1154,1903,117,2196,129907,29105
210180,10180,"Abilene, TX",2003,Metro,158810,141830,11408,1209,1947,124,2292,128866,29944
210180,10180,"Abilene, TX",2004,Metro,160156,142640,11691,1208,2003,136,2478,129457,30699
210180,10180,"Abilene, TX",2005,Metro,160761,142836,11803,1234,2094,148,2646,129331,31430
210180,10180,"Abilene, TX",2006,Metro,161389,142929,11981,1332,2183,159,2805,129204,32185
210180,10180,"Abilene, TX",2007,Metro,162023,143143,12164,1402,2171,164,2979,128986,33037
210180,10180,"Abilene, TX",2008,Metro,162508,143195,12316,1488,2198,175,3136,128837,33671
210180,10180,"Abilene, TX",2009,Metro,163888,143961,12506,1582,2315,186,3338,129489,34399
210180,10180,"Abilene, TX",2010,Metro,165590,144888,12939,1576,2428,189,3570,130178,35412
210180,10180,"Abilene, TX",2011,Metro,166651,145592,13067,1619,2545,201,3627,130439,36212
210180,10180,"Abilene, TX",2012,Metro,167483,145973,13173,1639,2728,207,3763,130620,36863
210180,10180,"Abilene, TX",2013,Metro,167515,145743,13335,1613,2785,197,3842,130101,37414
210180,10180,"Abilene, TX",2014,Metro,168408,146135,13441,1631,2966,194,4041,130168,38240
210180,10180,"Abilene, TX",2015,Metro,169770,146831,13699,1712,3134,202,4192,130755,39015
210180,10180,"Abilene, TX",2016,Metro,170087,146761,13857,1752,3245,188,4284,130354,39733
210180,10180,"Abilene, TX",2017,Metro,170411,146666,14092,1770,3356,192,4335,130061,40350
210180,10180,"Abilene, TX",2018,Metro,171138,146963,14355,1784,3359,221,4456,130184,40954
210180,10180,"Abilene, TX",2019,Metro,171949,147350,14511,1806,3370,228,4684,130490,41459
210180,10180,"Abilene, TX",2020,Metro,176926,151124,15305,1853,3497,238,4909,135040,41886
210180,10180,"Abilene, TX",2021,Metro,177918,151833,15585,1878,3425,250,4947,135127,42791
210180,10180,"Abilene, TX",2022,Metro,180072,153186,16001,1953,3483,273,5176,136124,43948
210180,10180,"Abilene, TX",2023,Metro,182838,154831,16745,2031,3686,256,5289,137540,45298
210180,10180,"Abilene, TX",2024,Metro,184278,155246,17298,2055,3985,277,5417,137926,46352
210220,10220,"Ada, OK",1990,Micro,34112,28366,864,4773,109,NULL,NULL,33720,392
210220,10220,"Ada, OK",1991,Micro,34080,28214,858,4895,113,NULL,NULL,33670,410
210220,10220,"Ada, OK",1992,Micro,34022,28072,854,4983,113,NULL,NULL,33595,427
210220,10220,"Ada, OK",1993,Micro,34094,27990,850,5141,113,NULL,NULL,33636,458
210220,10220,"Ada, OK",1994,Micro,34382,28096,849,5313,124,NULL,NULL,33885,497
210220,10220,"Ada, OK",1995,Micro,34818,28314,859,5515,130,NULL,NULL,34277,541
210220,10220,"Ada, OK",1996,Micro,35233,28500,882,5703,148,NULL,NULL,34655,578
210220,10220,"Ada, OK",1997,Micro,34965,28157,856,5807,145,NULL,NULL,34345,620
210220,10220,"Ada, OK",1998,Micro,35017,28092,877,5901,147,NULL,NULL,34332,685
210220,10220,"Ada, OK",1999,Micro,34993,27891,885,6063,154,NULL,NULL,34264,729
210220,10220,"Ada, OK",2000,Micro,35148,26943,734,5502,160,7,1802,34340,808
210220,10220,"Ada, OK",2001,Micro,34866,26454,745,5628,178,7,1854,33985,881
210220,10220,"Ada, OK",2002,Micro,34929,26394,769,5674,190,10,1892,33956,973
210220,10220,"Ada, OK",2003,Micro,35048,26317,788,5778,189,8,1968,33985,1063
210220,10220,"Ada, OK",2004,Micro,35097,26196,789,5889,194,10,2019,33986,1111
210220,10220,"Ada, OK",2005,Micro,35267,26196,799,5939,193,15,2125,34087,1180
210220,10220,"Ada, OK",2006,Micro,35525,26180,809,6098,208,11,2219,34248,1277
210220,10220,"Ada, OK",2007,Micro,36157,26511,869,6265,204,14,2294,34806,1351
210220,10220,"Ada, OK",2008,Micro,36687,26841,909,6347,216,18,2356,35284,1403
210220,10220,"Ada, OK",2009,Micro,37283,27052,931,6506,245,16,2533,35802,1481
210220,10220,"Ada, OK",2010,Micro,37594,27050,926,6688,252,18,2660,36046,1548
210220,10220,"Ada, OK",2011,Micro,37751,26992,882,6876,271,20,2710,36136,1615
210220,10220,"Ada, OK",2012,Micro,38064,27085,875,7005,313,17,2769,36347,1717
210220,10220,"Ada, OK",2013,Micro,38162,26888,876,7171,370,19,2838,36354,1808
210220,10220,"Ada, OK",2014,Micro,38292,26811,889,7346,369,19,2858,36349,1943
210220,10220,"Ada, OK",2015,Micro,38343,26646,899,7504,377,19,2898,36371,1972
210220,10220,"Ada, OK",2016,Micro,38499,26568,880,7653,379,18,3001,36362,2137
210220,10220,"Ada, OK",2017,Micro,38348,26269,879,7761,367,21,3051,36217,2131
210220,10220,"Ada, OK",2018,Micro,38328,26102,897,7846,359,17,3107,36165,2163
210220,10220,"Ada, OK",2019,Micro,38352,26051,887,7862,364,16,3172,36140,2212
210220,10220,"Ada, OK",2020,Micro,38094,25767,821,7915,344,16,3231,35883,2211
210220,10220,"Ada, OK",2021,Micro,38190,25684,832,8006,358,19,3291,35796,2394
210220,10220,"Ada, OK",2022,Micro,38074,25475,801,8097,337,20,3344,35552,2522
210220,10220,"Ada, OK",2023,Micro,38506,25646,802,8237,342,19,3460,35832,2674
210220,10220,"Ada, OK",2024,Micro,38310,25361,839,8263,336,20,3491,35593,2717
210300,10300,"Adrian, MI",1990,Micro,91753,89494,1438,340,481,NULL,NULL,86258,5495
210300,10300,"Adrian, MI",1991,Micro,93198,90497,1834,369,498,NULL,NULL,87533,5665
210300,10300,"Adrian, MI",1992,Micro,93669,90938,1854,376,501,NULL,NULL,87971,5698
210300,10300,"Adrian, MI",1993,Micro,94419,91569,1964,389,497,NULL,NULL,88639,5780
210300,10300,"Adrian, MI",1994,Micro,94790,91885,2014,402,489,NULL,NULL,88944,5846
210300,10300,"Adrian, MI",1995,Micro,95662,92693,2061,417,491,NULL,NULL,89663,5999
210300,10300,"Adrian, MI",1996,Micro,96271,93221,2114,438,498,NULL,NULL,90109,6162
210300,10300,"Adrian, MI",1997,Micro,96953,93818,2192,449,494,NULL,NULL,90616,6337
210300,10300,"Adrian, MI",1998,Micro,97585,94360,2260,474,491,NULL,NULL,91069,6516
210300,10300,"Adrian, MI",1999,Micro,98565,95214,2341,499,511,NULL,NULL,91846,6719
210300,10300,"Adrian, MI",2000,Micro,99069,94999,2202,432,471,8,957,92119,6950
210300,10300,"Adrian, MI",2001,Micro,99626,95343,2253,485,496,8,1041,92502,7124
210300,10300,"Adrian, MI",2002,Micro,100293,95874,2311,467,504,9,1128,93054,7239
210300,10300,"Adrian, MI",2003,Micro,100704,96165,2348,490,505,11,1185,93379,7325
210300,10300,"Adrian, MI",2004,Micro,101216,96560,2370,475,525,16,1270,93840,7376
210300,10300,"Adrian, MI",2005,Micro,101367,96587,2364,487,549,22,1358,93991,7376
210300,10300,"Adrian, MI",2006,Micro,101715,96831,2399,475,545,22,1443,94188,7527
210300,10300,"Adrian, MI",2007,Micro,101657,96546,2543,492,528,27,1521,94088,7569
210300,10300,"Adrian, MI",2008,Micro,101169,95891,2619,493,533,31,1602,93579,7590
210300,10300,"Adrian, MI",2009,Micro,100250,94839,2684,517,526,32,1652,92662,7588
210300,10300,"Adrian, MI",2010,Micro,99642,94208,2604,536,540,31,1723,92029,7613
210300,10300,"Adrian, MI",2011,Micro,99370,93806,2689,539,535,30,1771,91795,7575
210300,10300,"Adrian, MI",2012,Micro,99041,93451,2698,538,523,30,1801,91501,7540
210300,10300,"Adrian, MI",2013,Micro,98850,93229,2689,546,509,31,1846,91254,7596
210300,10300,"Adrian, MI",2014,Micro,98774,93045,2717,567,499,36,1910,91062,7712
210300,10300,"Adrian, MI",2015,Micro,98432,92563,2845,570,498,38,1918,90719,7713
210300,10300,"Adrian, MI",2016,Micro,98595,92452,2904,581,519,41,2098,90720,7875
210300,10300,"Adrian, MI",2017,Micro,98511,92408,2864,590,527,41,2081,90483,8028
210300,10300,"Adrian, MI",2018,Micro,98118,92018,2834,591,501,41,2133,89983,8135
210300,10300,"Adrian, MI",2019,Micro,98519,92367,2834,609,498,45,2166,90266,8253
210300,10300,"Adrian, MI",2020,Micro,99318,93092,2860,581,508,44,2233,90803,8515
210300,10300,"Adrian, MI",2021,Micro,99105,92786,2919,572,500,42,2286,90472,8633
210300,10300,"Adrian, MI",2022,Micro,98284,92171,2760,567,498,48,2240,89466,8818
210300,10300,"Adrian, MI",2023,Micro,97621,91522,2622,596,493,52,2336,88685,8936
210300,10300,"Adrian, MI",2024,Micro,97746,91546,2701,575,507,57,2360,88666,9080
210380,10380,"Aguadilla, PR",2010,Metro,275248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
210380,10380,"Aguadilla, PR",2011,Metro,272526,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
210380,10380,"Aguadilla, PR",2012,Metro,269341,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
210380,10380,"Aguadilla, PR",2013,Metro,266327,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
210380,10380,"Aguadilla, PR",2014,Metro,262400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
210380,10380,"Aguadilla, PR",2015,Metro,257985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
210380,10380,"Aguadilla, PR",2016,Metro,253202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
210380,10380,"Aguadilla, PR",2017,Metro,247229,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
210380,10380,"Aguadilla, PR",2018,Metro,237581,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
210380,10380,"Aguadilla, PR",2019,Metro,237591,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
210420,10420,"Akron, OH",1990,Metro,658654,585422,65568,1370,6294,NULL,NULL,654833,3821
210420,10420,"Akron, OH",1991,Metro,664478,589272,67118,1400,6688,NULL,NULL,660494,3984
210420,10420,"Akron, OH",1992,Metro,669752,592562,68776,1445,6969,NULL,NULL,665607,4145
210420,10420,"Akron, OH",1993,Metro,674114,594986,70400,1460,7268,NULL,NULL,669781,4333
210420,10420,"Akron, OH",1994,Metro,678063,597068,71904,1511,7580,NULL,NULL,673567,4496
210420,10420,"Akron, OH",1995,Metro,682147,599288,73474,1524,7861,NULL,NULL,677432,4715
210420,10420,"Akron, OH",1996,Metro,687265,602286,75133,1562,8284,NULL,NULL,682326,4939
210420,10420,"Akron, OH",1997,Metro,689462,602674,76524,1613,8651,NULL,NULL,684308,5154
210420,10420,"Akron, OH",1998,Metro,691039,602793,77612,1646,8988,NULL,NULL,685687,5352
210420,10420,"Akron, OH",1999,Metro,693125,603136,78870,1681,9438,NULL,NULL,687509,5616
210420,10420,"Akron, OH",2000,Metro,695946,600030,77332,1392,9216,128,7848,690007,5939
210420,10420,"Akron, OH",2001,Metro,698108,600472,78130,1351,9720,139,8296,691642,6466
210420,10420,"Akron, OH",2002,Metro,699533,599943,78928,1403,10212,149,8898,692596,6937
210420,10420,"Akron, OH",2003,Metro,701139,599625,79872,1343,10800,155,9344,693666,7473
210420,10420,"Akron, OH",2004,Metro,701811,598336,80550,1397,11420,152,9956,693789,8022
210420,10420,"Akron, OH",2005,Metro,702498,596816,81686,1356,12075,175,10390,693930,8568
210420,10420,"Akron, OH",2006,Metro,702433,594847,82640,1374,12496,176,10900,693268,9165
210420,10420,"Akron, OH",2007,Metro,703423,593540,83737,1360,12933,179,11674,693768,9655
210420,10420,"Akron, OH",2008,Metro,703300,591363,84683,1354,13494,177,12229,693192,10108
210420,10420,"Akron, OH",2009,Metro,703361,589858,85099,1322,13979,189,12914,692935,10426
210420,10420,"Akron, OH",2010,Metro,703056,587936,85569,1371,14554,211,13415,692199,10857
210420,10420,"Akron, OH",2011,Metro,703262,586177,86221,1371,15383,224,13886,691895,11367
210420,10420,"Akron, OH",2012,Metro,702224,583866,86217,1376,16209,242,14314,690326,11898
210420,10420,"Akron, OH",2013,Metro,703778,582695,86868,1400,17780,253,14782,691374,12404
210420,10420,"Akron, OH",2014,Metro,705092,581201,87395,1422,19522,262,15290,692216,12876
210420,10420,"Akron, OH",2015,Metro,704607,578777,87710,1442,20718,282,15678,691146,13461
210420,10420,"Akron, OH",2016,Metro,703790,575929,87861,1466,22131,278,16125,689774,14016
210420,10420,"Akron, OH",2017,Metro,704136,574041,88322,1475,23347,291,16660,689409,14727
210420,10420,"Akron, OH",2018,Metro,703818,571467,89034,1481,24343,302,17191,688497,15321
210420,10420,"Akron, OH",2019,Metro,703240,569111,89483,1469,25245,311,17621,687336,15904
210420,10420,"Akron, OH",2020,Metro,701689,565503,90204,1452,25979,344,18207,684908,16781
210420,10420,"Akron, OH",2021,Metro,696602,559006,90319,1497,26663,335,18782,679307,17295
210420,10420,"Akron, OH",2022,Metro,698506,557883,91238,1488,28222,346,19329,680229,18277
210420,10420,"Akron, OH",2023,Metro,700094,556754,91764,1515,29723,368,19970,680882,19212
210420,10420,"Akron, OH",2024,Metro,702209,556191,92427,1547,31084,371,20589,682020,20189
210460,10460,"Alamogordo, NM",1990,Micro,51979,45141,2801,3048,989,NULL,NULL,39449,12530
210460,10460,"Alamogordo, NM",1991,Micro,53027,46061,2830,3171,965,NULL,NULL,39897,13130
210460,10460,"Alamogordo, NM",1992,Micro,53588,46556,2844,3228,960,NULL,NULL,39883,13705
210460,10460,"Alamogordo, NM",1993,Micro,55419,48218,2885,3343,973,NULL,NULL,40901,14518
210460,10460,"Alamogordo, NM",1994,Micro,57712,50329,2915,3474,994,NULL,NULL,42212,15500
210460,10460,"Alamogordo, NM",1995,Micro,59516,52037,2957,3527,995,NULL,NULL,43102,16414
210460,10460,"Alamogordo, NM",1996,Micro,60798,53214,2986,3600,998,NULL,NULL,43476,17322
210460,10460,"Alamogordo, NM",1997,Micro,61526,53902,2995,3646,983,NULL,NULL,43474,18052
210460,10460,"Alamogordo, NM",1998,Micro,61258,53680,2878,3733,967,NULL,NULL,42681,18577
210460,10460,"Alamogordo, NM",1999,Micro,61903,54317,2869,3775,942,NULL,NULL,42524,19379
210460,10460,"Alamogordo, NM",2000,Micro,62151,53953,2554,3706,794,93,1051,42094,20057
210460,10460,"Alamogordo, NM",2001,Micro,61277,53005,2520,3811,768,92,1081,41358,19919
210460,10460,"Alamogordo, NM",2002,Micro,61194,52672,2491,3978,783,112,1158,41102,20092
210460,10460,"Alamogordo, NM",2003,Micro,61371,52672,2523,4057,799,131,1189,41343,20028
210460,10460,"Alamogordo, NM",2004,Micro,62662,53605,2631,4136,848,148,1294,42444,20218
210460,10460,"Alamogordo, NM",2005,Micro,62533,53383,2555,4223,823,159,1390,42056,20477
210460,10460,"Alamogordo, NM",2006,Micro,62200,53124,2417,4220,812,174,1453,41689,20511
210460,10460,"Alamogordo, NM",2007,Micro,62466,53202,2411,4307,816,183,1547,41550,20916
210460,10460,"Alamogordo, NM",2008,Micro,62498,53060,2372,4442,800,202,1622,41210,21288
210460,10460,"Alamogordo, NM",2009,Micro,62462,52923,2302,4515,792,210,1720,40737,21725
210460,10460,"Alamogordo, NM",2010,Micro,64405,54450,2493,4584,837,210,1831,42103,22302
210460,10460,"Alamogordo, NM",2011,Micro,65659,55466,2548,4686,912,222,1825,42593,23066
210460,10460,"Alamogordo, NM",2012,Micro,66240,55963,2561,4759,931,217,1809,42597,23643
210460,10460,"Alamogordo, NM",2013,Micro,66347,55777,2652,4918,958,198,1844,42232,24115
210460,10460,"Alamogordo, NM",2014,Micro,65394,54815,2633,5017,924,176,1829,41155,24239
210460,10460,"Alamogordo, NM",2015,Micro,64838,54081,2641,5253,926,184,1753,40263,24575
210460,10460,"Alamogordo, NM",2016,Micro,65723,54541,2773,5341,1011,183,1874,40750,24973
210460,10460,"Alamogordo, NM",2017,Micro,66158,54878,2767,5369,1035,180,1929,40679,25479
210460,10460,"Alamogordo, NM",2018,Micro,66599,55021,2760,5528,1071,182,2037,40609,25990
210460,10460,"Alamogordo, NM",2019,Micro,67572,55675,2908,5551,1151,176,2111,41240,26332
210460,10460,"Alamogordo, NM",2020,Micro,67866,55732,3065,5556,1162,188,2163,41687,26179
210460,10460,"Alamogordo, NM",2021,Micro,68499,56210,3148,5582,1135,185,2239,41818,26681
210460,10460,"Alamogordo, NM",2022,Micro,68650,56301,3141,5548,1194,176,2290,41587,27063
210460,10460,"Alamogordo, NM",2023,Micro,69354,56668,3206,5613,1336,200,2331,41531,27823
210460,10460,"Alamogordo, NM",2024,Micro,69711,56690,3312,5633,1454,206,2416,41120,28591
210480,10480,"Alamosa, CO",1990,Micro,24264,23824,85,192,163,NULL,NULL,12065,12199
210480,10480,"Alamosa, CO",1991,Micro,24733,24267,92,212,162,NULL,NULL,12386,12347
210480,10480,"Alamosa, CO",1992,Micro,24498,24021,90,230,157,NULL,NULL,12296,12202
210480,10480,"Alamosa, CO",1993,Micro,24658,24137,96,266,159,NULL,NULL,12370,12288
210480,10480,"Alamosa, CO",1994,Micro,25146,24581,107,296,162,NULL,NULL,12637,12509
210480,10480,"Alamosa, CO",1995,Micro,25659,25056,114,325,164,NULL,NULL,12891,12768
210480,10480,"Alamosa, CO",1996,Micro,25938,25251,120,390,177,NULL,NULL,12961,12977
210480,10480,"Alamosa, CO",1997,Micro,26295,25549,142,421,183,NULL,NULL,13165,13130
210480,10480,"Alamosa, CO",1998,Micro,26579,25759,146,496,178,NULL,NULL,13247,13332
210480,10480,"Alamosa, CO",1999,Micro,26818,25904,166,555,193,NULL,NULL,13346,13472
210480,10480,"Alamosa, CO",2000,Micro,27030,25410,249,727,196,51,397,13342,13688
210480,10480,"Alamosa, CO",2001,Micro,26925,25229,255,793,208,49,391,13220,13705
210480,10480,"Alamosa, CO",2002,Micro,27111,25356,247,836,205,50,417,13320,13791
210480,10480,"Alamosa, CO",2003,Micro,27022,25179,256,876,211,50,450,13159,13863
210480,10480,"Alamosa, CO",2004,Micro,27226,25323,250,924,217,56,456,13277,13949
210480,10480,"Alamosa, CO",2005,Micro,27135,25131,278,930,241,54,501,13237,13898
210480,10480,"Alamosa, CO",2006,Micro,27023,24929,280,1005,242,49,518,13134,13889
210480,10480,"Alamosa, CO",2007,Micro,26964,24760,287,1073,253,44,547,13077,13887
210480,10480,"Alamosa, CO",2008,Micro,27032,24734,281,1139,257,41,580,13134,13898
210480,10480,"Alamosa, CO",2009,Micro,26910,24509,297,1194,257,50,603,13045,13865
210480,10480,"Alamosa, CO",2010,Micro,27356,24815,316,1267,285,55,618,13233,14123
210480,10480,"Alamosa, CO",2011,Micro,27646,24992,321,1305,300,58,670,13371,14275
210480,10480,"Alamosa, CO",2012,Micro,27534,24844,345,1334,290,63,658,13504,14030
210480,10480,"Alamosa, CO",2013,Micro,27533,24736,373,1356,315,68,685,13489,14044
210480,10480,"Alamosa, CO",2014,Micro,27597,24701,394,1381,344,70,707,13503,14094
210480,10480,"Alamosa, CO",2015,Micro,27534,24626,417,1329,353,72,737,13571,13963
210480,10480,"Alamosa, CO",2016,Micro,27783,24778,438,1377,364,71,755,13755,14028
210480,10480,"Alamosa, CO",2017,Micro,28001,24891,458,1415,387,68,782,13901,14100
210480,10480,"Alamosa, CO",2018,Micro,28192,25018,477,1436,393,65,803,14000,14192
210480,10480,"Alamosa, CO",2019,Micro,28241,25036,473,1462,395,73,802,13910,14331
210480,10480,"Alamosa, CO",2020,Micro,27327,24009,542,1442,399,80,855,13866,13461
210480,10480,"Alamosa, CO",2021,Micro,27771,24374,550,1483,406,80,878,14084,13687
210480,10480,"Alamosa, CO",2022,Micro,27762,24240,594,1531,400,82,915,14025,13737
