"IBRC_Geo_ID","Metrofips/Microfips","Description","Year","Geography","BEA Per Capita Personal Income"
"216940","16940","Cheyenne, WY","2009","Metro","42237"
"216940","16940","Cheyenne, WY","2010","Metro","43320"
"216940","16940","Cheyenne, WY","2011","Metro","48141"
"216940","16940","Cheyenne, WY","2012","Metro","48325"
"216940","16940","Cheyenne, WY","2013","Metro","48065"
"216940","16940","Cheyenne, WY","2014","Metro","49334"
"216940","16940","Cheyenne, WY","2015","Metro","49560"
"216940","16940","Cheyenne, WY","2016","Metro","48055"
"216940","16940","Cheyenne, WY","2017","Metro","49347"
"216940","16940","Cheyenne, WY","2018","Metro","51948"
"216940","16940","Cheyenne, WY","2019","Metro","52553"
"216940","16940","Cheyenne, WY","2020","Metro","55487"
"216940","16940","Cheyenne, WY","2021","Metro","60073"
"216940","16940","Cheyenne, WY","2022","Metro","60874"
"216940","16940","Cheyenne, WY","2023","Metro","65150"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2001","Metro","36940"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2002","Metro","37189"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2003","Metro","37665"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2004","Metro","38960"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2005","Metro","40696"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2006","Metro","43305"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2007","Metro","45679"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2008","Metro","46420"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2009","Metro","43456"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2010","Metro","44319"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2011","Metro","46280"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2012","Metro","48768"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2013","Metro","49353"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2014","Metro","51751"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2015","Metro","54358"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2016","Metro","55027"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2017","Metro","56964"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2018","Metro","60416"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2019","Metro","62228"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2020","Metro","65871"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2021","Metro","71206"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2022","Metro","73317"
"216980","16980","Chicago-Naperville-Elgin, IN-WI","2023","Metro","77429"
"217020","17020","Chico, CA","2001","Metro","24747"
"217020","17020","Chico, CA","2002","Metro","25076"
"217020","17020","Chico, CA","2003","Metro","25918"
"217020","17020","Chico, CA","2004","Metro","27353"
"217020","17020","Chico, CA","2005","Metro","28071"
"217020","17020","Chico, CA","2006","Metro","29791"
"217020","17020","Chico, CA","2007","Metro","31301"
"217020","17020","Chico, CA","2008","Metro","31806"
"217020","17020","Chico, CA","2009","Metro","31868"
"217020","17020","Chico, CA","2010","Metro","32994"
"217020","17020","Chico, CA","2011","Metro","33669"
"217020","17020","Chico, CA","2012","Metro","34536"
"217020","17020","Chico, CA","2013","Metro","35368"
"217020","17020","Chico, CA","2014","Metro","36603"
"217020","17020","Chico, CA","2015","Metro","39352"
"217020","17020","Chico, CA","2016","Metro","40662"
"217020","17020","Chico, CA","2017","Metro","41581"
"217020","17020","Chico, CA","2018","Metro","42630"
"217020","17020","Chico, CA","2019","Metro","45907"
"217020","17020","Chico, CA","2020","Metro","51323"
"217020","17020","Chico, CA","2021","Metro","55937"
"217020","17020","Chico, CA","2022","Metro","53962"
"217020","17020","Chico, CA","2023","Metro","56847"
"217060","17060","Chillicothe, OH","2001","Micro","23217"
"217060","17060","Chillicothe, OH","2002","Micro","23616"
"217060","17060","Chillicothe, OH","2003","Micro","23789"
"217060","17060","Chillicothe, OH","2004","Micro","25186"
"217060","17060","Chillicothe, OH","2005","Micro","25694"
"217060","17060","Chillicothe, OH","2006","Micro","26367"
"217060","17060","Chillicothe, OH","2007","Micro","27681"
"217060","17060","Chillicothe, OH","2008","Micro","28566"
"217060","17060","Chillicothe, OH","2009","Micro","28484"
"217060","17060","Chillicothe, OH","2010","Micro","28947"
"217060","17060","Chillicothe, OH","2011","Micro","30875"
"217060","17060","Chillicothe, OH","2012","Micro","30888"
"217060","17060","Chillicothe, OH","2013","Micro","31519"
"217060","17060","Chillicothe, OH","2014","Micro","32413"
"217060","17060","Chillicothe, OH","2015","Micro","33725"
"217060","17060","Chillicothe, OH","2016","Micro","33995"
"217060","17060","Chillicothe, OH","2017","Micro","35169"
"217060","17060","Chillicothe, OH","2018","Micro","36709"
"217060","17060","Chillicothe, OH","2019","Micro","38451"
"217060","17060","Chillicothe, OH","2020","Micro","42149"
"217060","17060","Chillicothe, OH","2021","Micro","45483"
"217060","17060","Chillicothe, OH","2022","Micro","45237"
"217060","17060","Chillicothe, OH","2023","Micro","46934"
"217140","17140","Cincinnati, KY-IN","2001","Metro","32158"
"217140","17140","Cincinnati, KY-IN","2002","Metro","32795"
"217140","17140","Cincinnati, KY-IN","2003","Metro","33624"
"217140","17140","Cincinnati, KY-IN","2004","Metro","35187"
"217140","17140","Cincinnati, KY-IN","2005","Metro","36312"
"217140","17140","Cincinnati, KY-IN","2006","Metro","38054"
"217140","17140","Cincinnati, KY-IN","2007","Metro","39069"
"217140","17140","Cincinnati, KY-IN","2008","Metro","40316"
"217140","17140","Cincinnati, KY-IN","2009","Metro","38670"
"217140","17140","Cincinnati, KY-IN","2010","Metro","39912"
"217140","17140","Cincinnati, KY-IN","2011","Metro","42455"
"217140","17140","Cincinnati, KY-IN","2012","Metro","43933"
"217140","17140","Cincinnati, KY-IN","2013","Metro","44315"
"217140","17140","Cincinnati, KY-IN","2014","Metro","46077"
"217140","17140","Cincinnati, KY-IN","2015","Metro","47969"
"217140","17140","Cincinnati, KY-IN","2016","Metro","49305"
"217140","17140","Cincinnati, KY-IN","2017","Metro","51113"
"217140","17140","Cincinnati, KY-IN","2018","Metro","52966"
"217140","17140","Cincinnati, KY-IN","2019","Metro","55366"
"217140","17140","Cincinnati, KY-IN","2020","Metro","58816"
"217140","17140","Cincinnati, KY-IN","2021","Metro","64061"
"217140","17140","Cincinnati, KY-IN","2022","Metro","65366"
"217140","17140","Cincinnati, KY-IN","2023","Metro","68673"
"217200","17200","Claremont-Lebanon, VT","2001","Micro","32453"
"217200","17200","Claremont-Lebanon, VT","2002","Micro","32992"
"217200","17200","Claremont-Lebanon, VT","2003","Micro","33780"
"217200","17200","Claremont-Lebanon, VT","2004","Micro","35541"
"217200","17200","Claremont-Lebanon, VT","2005","Micro","36558"
"217200","17200","Claremont-Lebanon, VT","2006","Micro","38675"
"217200","17200","Claremont-Lebanon, VT","2007","Micro","40073"
"217200","17200","Claremont-Lebanon, VT","2008","Micro","41361"
"217200","17200","Claremont-Lebanon, VT","2009","Micro","41227"
"217200","17200","Claremont-Lebanon, VT","2010","Micro","42775"
"217200","17200","Claremont-Lebanon, VT","2011","Micro","44343"
"217200","17200","Claremont-Lebanon, VT","2012","Micro","45833"
"217200","17200","Claremont-Lebanon, VT","2013","Micro","45808"
"217200","17200","Claremont-Lebanon, VT","2014","Micro","48489"
"217200","17200","Claremont-Lebanon, VT","2015","Micro","50428"
"217200","17200","Claremont-Lebanon, VT","2016","Micro","51094"
"217200","17200","Claremont-Lebanon, VT","2017","Micro","52534"
"217200","17200","Claremont-Lebanon, VT","2018","Micro","55348"
"217200","17200","Claremont-Lebanon, VT","2019","Micro","59336"
"217200","17200","Claremont-Lebanon, VT","2020","Micro","63215"
"217200","17200","Claremont-Lebanon, VT","2021","Micro","67461"
"217200","17200","Claremont-Lebanon, VT","2022","Micro","68307"
"217200","17200","Claremont-Lebanon, VT","2023","Micro","72891"
"217220","17220","Clarksburg, WV","2001","Micro","23724"
"217220","17220","Clarksburg, WV","2002","Micro","24762"
"217220","17220","Clarksburg, WV","2003","Micro","25204"
"217220","17220","Clarksburg, WV","2004","Micro","26224"
"217220","17220","Clarksburg, WV","2005","Micro","28340"
"217220","17220","Clarksburg, WV","2006","Micro","30698"
"217220","17220","Clarksburg, WV","2007","Micro","30566"
"217220","17220","Clarksburg, WV","2008","Micro","32927"
"217220","17220","Clarksburg, WV","2009","Micro","32734"
"217220","17220","Clarksburg, WV","2010","Micro","34311"
"217220","17220","Clarksburg, WV","2011","Micro","37168"
"217220","17220","Clarksburg, WV","2012","Micro","37739"
"217220","17220","Clarksburg, WV","2013","Micro","38441"
"217220","17220","Clarksburg, WV","2014","Micro","40688"
"217220","17220","Clarksburg, WV","2015","Micro","40690"
"217220","17220","Clarksburg, WV","2016","Micro","40125"
"217220","17220","Clarksburg, WV","2017","Micro","42845"
"217220","17220","Clarksburg, WV","2018","Micro","46015"
"217220","17220","Clarksburg, WV","2019","Micro","47996"
"217220","17220","Clarksburg, WV","2020","Micro","49454"
"217220","17220","Clarksburg, WV","2021","Micro","53831"
"217220","17220","Clarksburg, WV","2022","Micro","56255"
"217220","17220","Clarksburg, WV","2023","Micro","59418"
"217260","17260","Clarksdale, MS","2001","Micro","21931"
"217260","17260","Clarksdale, MS","2002","Micro","20735"
"217260","17260","Clarksdale, MS","2003","Micro","22497"
"217260","17260","Clarksdale, MS","2004","Micro","23431"
"217260","17260","Clarksdale, MS","2005","Micro","24702"
"217260","17260","Clarksdale, MS","2006","Micro","25311"
"217260","17260","Clarksdale, MS","2007","Micro","26389"
"217260","17260","Clarksdale, MS","2008","Micro","26444"
"217260","17260","Clarksdale, MS","2009","Micro","28057"
"217260","17260","Clarksdale, MS","2010","Micro","29025"
"217260","17260","Clarksdale, MS","2011","Micro","31398"
"217260","17260","Clarksdale, MS","2012","Micro","29601"
"217260","17260","Clarksdale, MS","2013","Micro","32875"
"217260","17260","Clarksdale, MS","2014","Micro","31456"
"217260","17260","Clarksdale, MS","2015","Micro","31399"
"217260","17260","Clarksdale, MS","2016","Micro","33517"
"217260","17260","Clarksdale, MS","2017","Micro","34323"
"217260","17260","Clarksdale, MS","2018","Micro","34926"
"217260","17260","Clarksdale, MS","2019","Micro","37028"
"217260","17260","Clarksdale, MS","2020","Micro","41207"
"217260","17260","Clarksdale, MS","2021","Micro","46198"
"217260","17260","Clarksdale, MS","2022","Micro","45494"
"217260","17260","Clarksdale, MS","2023","Micro","47742"
"217300","17300","Clarksville, KY","2001","Metro","24007"
"217300","17300","Clarksville, KY","2002","Metro","25702"
"217300","17300","Clarksville, KY","2003","Metro","27581"
"217300","17300","Clarksville, KY","2004","Metro","29068"
"217300","17300","Clarksville, KY","2005","Metro","31466"
"217300","17300","Clarksville, KY","2006","Metro","33767"
"217300","17300","Clarksville, KY","2007","Metro","33519"
"217300","17300","Clarksville, KY","2008","Metro","35780"
"217300","17300","Clarksville, KY","2009","Metro","35372"
"217300","17300","Clarksville, KY","2010","Metro","36654"
"217300","17300","Clarksville, KY","2011","Metro","39469"
"217300","17300","Clarksville, KY","2012","Metro","38401"
"217300","17300","Clarksville, KY","2013","Metro","37779"
"217300","17300","Clarksville, KY","2014","Metro","37436"
"217300","17300","Clarksville, KY","2015","Metro","38123"
"217300","17300","Clarksville, KY","2016","Metro","38401"
"217300","17300","Clarksville, KY","2017","Metro","39071"
"217300","17300","Clarksville, KY","2018","Metro","39700"
"217300","17300","Clarksville, KY","2019","Metro","41058"
"217300","17300","Clarksville, KY","2020","Metro","44524"
"217300","17300","Clarksville, KY","2021","Metro","48381"
"217300","17300","Clarksville, KY","2022","Metro","48825"
"217300","17300","Clarksville, KY","2023","Metro","51030"
"217340","17340","Clearlake, CA","2001","Micro","24795"
"217340","17340","Clearlake, CA","2002","Micro","25736"
"217340","17340","Clearlake, CA","2003","Micro","26168"
"217340","17340","Clearlake, CA","2004","Micro","26568"
"217340","17340","Clearlake, CA","2005","Micro","26722"
"217340","17340","Clearlake, CA","2006","Micro","28083"
"217340","17340","Clearlake, CA","2007","Micro","29238"
"217340","17340","Clearlake, CA","2008","Micro","29594"
"217340","17340","Clearlake, CA","2009","Micro","29672"
"217340","17340","Clearlake, CA","2010","Micro","31081"
"217340","17340","Clearlake, CA","2011","Micro","31444"
"217340","17340","Clearlake, CA","2012","Micro","32005"
"217340","17340","Clearlake, CA","2013","Micro","32632"
"217340","17340","Clearlake, CA","2014","Micro","34201"
"217340","17340","Clearlake, CA","2015","Micro","35796"
"217340","17340","Clearlake, CA","2016","Micro","36651"
"217340","17340","Clearlake, CA","2017","Micro","38201"
"217340","17340","Clearlake, CA","2018","Micro","38998"
"217340","17340","Clearlake, CA","2019","Micro","40228"
"217340","17340","Clearlake, CA","2020","Micro","43949"
"217340","17340","Clearlake, CA","2021","Micro","46918"
"217340","17340","Clearlake, CA","2022","Micro","45403"
"217340","17340","Clearlake, CA","2023","Micro","48198"
"217380","17380","Cleveland, MS","2001","Micro","20609"
"217380","17380","Cleveland, MS","2002","Micro","19809"
"217380","17380","Cleveland, MS","2003","Micro","21472"
"217380","17380","Cleveland, MS","2004","Micro","22988"
"217380","17380","Cleveland, MS","2005","Micro","23765"
"217380","17380","Cleveland, MS","2006","Micro","25065"
"217380","17380","Cleveland, MS","2007","Micro","27519"
"217380","17380","Cleveland, MS","2008","Micro","27651"
"217380","17380","Cleveland, MS","2009","Micro","28312"
"217380","17380","Cleveland, MS","2010","Micro","29539"
"217380","17380","Cleveland, MS","2011","Micro","31153"
"217380","17380","Cleveland, MS","2012","Micro","31926"
"217380","17380","Cleveland, MS","2013","Micro","33419"
"217380","17380","Cleveland, MS","2014","Micro","32788"
"217380","17380","Cleveland, MS","2015","Micro","33248"
"217380","17380","Cleveland, MS","2016","Micro","34987"
"217380","17380","Cleveland, MS","2017","Micro","36056"
"217380","17380","Cleveland, MS","2018","Micro","37144"
"217380","17380","Cleveland, MS","2019","Micro","37257"
"217380","17380","Cleveland, MS","2020","Micro","41861"
"217380","17380","Cleveland, MS","2021","Micro","48333"
"217380","17380","Cleveland, MS","2022","Micro","47141"
"217380","17380","Cleveland, MS","2023","Micro","51015"
"217420","17420","Cleveland, TN","2001","Metro","23312"
"217420","17420","Cleveland, TN","2002","Metro","23724"
"217420","17420","Cleveland, TN","2003","Metro","24934"
"217420","17420","Cleveland, TN","2004","Metro","26248"
"217420","17420","Cleveland, TN","2005","Metro","26886"
"217420","17420","Cleveland, TN","2006","Metro","28267"
"217420","17420","Cleveland, TN","2007","Metro","29522"
"217420","17420","Cleveland, TN","2008","Metro","30895"
"217420","17420","Cleveland, TN","2009","Metro","30002"
"217420","17420","Cleveland, TN","2010","Metro","30894"
"217420","17420","Cleveland, TN","2011","Metro","32530"
"217420","17420","Cleveland, TN","2012","Metro","34013"
"217420","17420","Cleveland, TN","2013","Metro","33998"
"217420","17420","Cleveland, TN","2014","Metro","34594"
"217420","17420","Cleveland, TN","2015","Metro","35614"
"217420","17420","Cleveland, TN","2016","Metro","36020"
"217420","17420","Cleveland, TN","2017","Metro","36680"
"217420","17420","Cleveland, TN","2018","Metro","38031"
"217420","17420","Cleveland, TN","2019","Metro","39129"
"217420","17420","Cleveland, TN","2020","Metro","42060"
"217420","17420","Cleveland, TN","2021","Metro","45751"
"217420","17420","Cleveland, TN","2022","Metro","47189"
"217420","17420","Cleveland, TN","2023","Metro","48971"
"217460","17460","Cleveland-Elyria, OH","2001","Metro","31878"
"217460","17460","Cleveland-Elyria, OH","2002","Metro","32033"
"217460","17460","Cleveland-Elyria, OH","2003","Metro","32776"
"217460","17460","Cleveland-Elyria, OH","2004","Metro","34156"
"217460","17460","Cleveland-Elyria, OH","2005","Metro","35325"
"217460","17460","Cleveland-Elyria, OH","2006","Metro","37510"
"217460","17460","Cleveland-Elyria, OH","2007","Metro","39389"
"217460","17460","Cleveland-Elyria, OH","2008","Metro","40887"
"217460","17460","Cleveland-Elyria, OH","2009","Metro","39035"
"217460","17460","Cleveland-Elyria, OH","2010","Metro","39702"
"217460","17460","Cleveland-Elyria, OH","2011","Metro","42231"
"217460","17460","Cleveland-Elyria, OH","2012","Metro","44034"
"217460","17460","Cleveland-Elyria, OH","2013","Metro","44341"
"217460","17460","Cleveland-Elyria, OH","2014","Metro","46177"
"217460","17460","Cleveland-Elyria, OH","2015","Metro","47631"
"217460","17460","Cleveland-Elyria, OH","2016","Metro","48746"
"217460","17460","Cleveland-Elyria, OH","2017","Metro","50412"
"217460","17460","Cleveland-Elyria, OH","2018","Metro","52261"
"217460","17460","Cleveland-Elyria, OH","2019","Metro","54078"
"217460","17460","Cleveland-Elyria, OH","2020","Metro","56929"
"217460","17460","Cleveland-Elyria, OH","2021","Metro","62011"
"217460","17460","Cleveland-Elyria, OH","2022","Metro","63830"
"217460","17460","Cleveland-Elyria, OH","2023","Metro","67451"
"217500","17500","Clewiston, FL","2001","Micro","20558"
"217500","17500","Clewiston, FL","2002","Micro","21148"
"217500","17500","Clewiston, FL","2003","Micro","20464"
"217500","17500","Clewiston, FL","2004","Micro","21004"
"217500","17500","Clewiston, FL","2005","Micro","21748"
"217500","17500","Clewiston, FL","2006","Micro","23224"
"217500","17500","Clewiston, FL","2007","Micro","23459"
"217500","17500","Clewiston, FL","2008","Micro","23029"
"217500","17500","Clewiston, FL","2009","Micro","23745"
"217500","17500","Clewiston, FL","2010","Micro","25987"
"217500","17500","Clewiston, FL","2011","Micro","26078"
"217500","17500","Clewiston, FL","2012","Micro","27940"
"217500","17500","Clewiston, FL","2013","Micro","30025"
"217500","17500","Clewiston, FL","2014","Micro","29733"
"217500","17500","Clewiston, FL","2015","Micro","31232"
"217500","17500","Clewiston, FL","2016","Micro","30951"
"217500","17500","Clewiston, FL","2017","Micro","31896"
"217500","17500","Clewiston, FL","2018","Micro","32687"
"217500","17500","Clewiston, FL","2019","Micro","34641"
"217500","17500","Clewiston, FL","2020","Micro","37526"
"217500","17500","Clewiston, FL","2021","Micro","40915"
"217500","17500","Clewiston, FL","2022","Micro","39980"
"217500","17500","Clewiston, FL","2023","Micro","41164"
"217540","17540","Clinton, IA","2001","Micro","25636"
"217540","17540","Clinton, IA","2002","Micro","26567"
"217540","17540","Clinton, IA","2003","Micro","26721"
"217540","17540","Clinton, IA","2004","Micro","28266"
"217540","17540","Clinton, IA","2005","Micro","28799"
"217540","17540","Clinton, IA","2006","Micro","30397"
"217540","17540","Clinton, IA","2007","Micro","32318"
"217540","17540","Clinton, IA","2008","Micro","33873"
"217540","17540","Clinton, IA","2009","Micro","33981"
"217540","17540","Clinton, IA","2010","Micro","35202"
"217540","17540","Clinton, IA","2011","Micro","37683"
"217540","17540","Clinton, IA","2012","Micro","38447"
"217540","17540","Clinton, IA","2013","Micro","38774"
"217540","17540","Clinton, IA","2014","Micro","38834"
"217540","17540","Clinton, IA","2015","Micro","40654"
"217540","17540","Clinton, IA","2016","Micro","41071"
"217540","17540","Clinton, IA","2017","Micro","41682"
"217540","17540","Clinton, IA","2018","Micro","43671"
"217540","17540","Clinton, IA","2019","Micro","44846"
"217540","17540","Clinton, IA","2020","Micro","47552"
"217540","17540","Clinton, IA","2021","Micro","51663"
"217540","17540","Clinton, IA","2022","Micro","52665"
"217540","17540","Clinton, IA","2023","Micro","53442"
"217580","17580","Clovis, NM","2001","Micro","23508"
"217580","17580","Clovis, NM","2002","Micro","24475"
"217580","17580","Clovis, NM","2003","Micro","25584"
"217580","17580","Clovis, NM","2004","Micro","27180"
"217580","17580","Clovis, NM","2005","Micro","28272"
"217580","17580","Clovis, NM","2006","Micro","29089"
"217580","17580","Clovis, NM","2007","Micro","31670"
"217580","17580","Clovis, NM","2008","Micro","34726"
"217580","17580","Clovis, NM","2009","Micro","34108"
"217580","17580","Clovis, NM","2010","Micro","37154"
"217580","17580","Clovis, NM","2011","Micro","39005"
"217580","17580","Clovis, NM","2012","Micro","39920"
"217580","17580","Clovis, NM","2013","Micro","39260"
"217580","17580","Clovis, NM","2014","Micro","40727"
"217580","17580","Clovis, NM","2015","Micro","39752"
"217580","17580","Clovis, NM","2016","Micro","40434"
"217580","17580","Clovis, NM","2017","Micro","41554"
"217580","17580","Clovis, NM","2018","Micro","41950"
"217580","17580","Clovis, NM","2019","Micro","44155"
"217580","17580","Clovis, NM","2020","Micro","48205"
"217580","17580","Clovis, NM","2021","Micro","51272"
"217580","17580","Clovis, NM","2022","Micro","56681"
"217580","17580","Clovis, NM","2023","Micro","56323"
"217660","17660","Coeur d'Alene, ID","2001","Metro","25254"
"217660","17660","Coeur d'Alene, ID","2002","Metro","25618"
"217660","17660","Coeur d'Alene, ID","2003","Metro","26456"
"217660","17660","Coeur d'Alene, ID","2004","Metro","27831"
"217660","17660","Coeur d'Alene, ID","2005","Metro","29355"
"217660","17660","Coeur d'Alene, ID","2006","Metro","30979"
"217660","17660","Coeur d'Alene, ID","2007","Metro","32283"
"217660","17660","Coeur d'Alene, ID","2008","Metro","32709"
"217660","17660","Coeur d'Alene, ID","2009","Metro","31631"
"217660","17660","Coeur d'Alene, ID","2010","Metro","32294"
"217660","17660","Coeur d'Alene, ID","2011","Metro","33784"
"217660","17660","Coeur d'Alene, ID","2012","Metro","35391"
"217660","17660","Coeur d'Alene, ID","2013","Metro","36519"
"217660","17660","Coeur d'Alene, ID","2014","Metro","38185"
"217660","17660","Coeur d'Alene, ID","2015","Metro","39997"
"217660","17660","Coeur d'Alene, ID","2016","Metro","40880"
"217660","17660","Coeur d'Alene, ID","2017","Metro","42553"
"217660","17660","Coeur d'Alene, ID","2018","Metro","44794"
"217660","17660","Coeur d'Alene, ID","2019","Metro","47788"
"217660","17660","Coeur d'Alene, ID","2020","Metro","51552"
"217660","17660","Coeur d'Alene, ID","2021","Metro","58725"
"217660","17660","Coeur d'Alene, ID","2022","Metro","59973"
"217660","17660","Coeur d'Alene, ID","2023","Metro","63893"
"217700","17700","Coffeyville, KS","2001","Micro","22406"
"217700","17700","Coffeyville, KS","2002","Micro","22738"
"217700","17700","Coffeyville, KS","2003","Micro","23573"
"217700","17700","Coffeyville, KS","2004","Micro","24898"
"217700","17700","Coffeyville, KS","2005","Micro","25946"
"217700","17700","Coffeyville, KS","2006","Micro","28512"
"217700","17700","Coffeyville, KS","2007","Micro","30478"
"217700","17700","Coffeyville, KS","2008","Micro","31353"
"217700","17700","Coffeyville, KS","2009","Micro","31076"
"217700","17700","Coffeyville, KS","2010","Micro","31713"
"217700","17700","Coffeyville, KS","2011","Micro","33257"
"217700","17700","Coffeyville, KS","2012","Micro","34350"
"217700","17700","Coffeyville, KS","2013","Micro","34146"
"217700","17700","Coffeyville, KS","2014","Micro","34705"
"217700","17700","Coffeyville, KS","2015","Micro","34476"
"217700","17700","Coffeyville, KS","2016","Micro","33260"
"217700","17700","Coffeyville, KS","2017","Micro","34835"
"217700","17700","Coffeyville, KS","2018","Micro","36591"
"217700","17700","Coffeyville, KS","2019","Micro","37149"
"217700","17700","Coffeyville, KS","2020","Micro","40280"
"217700","17700","Coffeyville, KS","2021","Micro","43541"
"217700","17700","Coffeyville, KS","2022","Micro","44313"
"217700","17700","Coffeyville, KS","2023","Micro","46735"
"217740","17740","Coldwater, MI","2001","Micro","21941"
"217740","17740","Coldwater, MI","2002","Micro","21975"
"217740","17740","Coldwater, MI","2003","Micro","22740"
"217740","17740","Coldwater, MI","2004","Micro","23037"
"217740","17740","Coldwater, MI","2005","Micro","23526"
"217740","17740","Coldwater, MI","2006","Micro","23966"
"217740","17740","Coldwater, MI","2007","Micro","24515"
"217740","17740","Coldwater, MI","2008","Micro","25560"
"217740","17740","Coldwater, MI","2009","Micro","25871"
"217740","17740","Coldwater, MI","2010","Micro","27598"
"217740","17740","Coldwater, MI","2011","Micro","29831"
"217740","17740","Coldwater, MI","2012","Micro","29727"
"217740","17740","Coldwater, MI","2013","Micro","30534"
"217740","17740","Coldwater, MI","2014","Micro","30817"
"217740","17740","Coldwater, MI","2015","Micro","32153"
"217740","17740","Coldwater, MI","2016","Micro","32816"
"217740","17740","Coldwater, MI","2017","Micro","34251"
"217740","17740","Coldwater, MI","2018","Micro","35230"
"217740","17740","Coldwater, MI","2019","Micro","36049"
"217740","17740","Coldwater, MI","2020","Micro","40159"
"217740","17740","Coldwater, MI","2021","Micro","43269"
"217740","17740","Coldwater, MI","2022","Micro","43860"
"217740","17740","Coldwater, MI","2023","Micro","44833"
"217780","17780","College Station-Bryan, TX","2001","Metro","21655"
"217780","17780","College Station-Bryan, TX","2002","Metro","22006"
"217780","17780","College Station-Bryan, TX","2003","Metro","23368"
"217780","17780","College Station-Bryan, TX","2004","Metro","24036"
"217780","17780","College Station-Bryan, TX","2005","Metro","25142"
"217780","17780","College Station-Bryan, TX","2006","Metro","26543"
"217780","17780","College Station-Bryan, TX","2007","Metro","27573"
"217780","17780","College Station-Bryan, TX","2008","Metro","29990"
"217780","17780","College Station-Bryan, TX","2009","Metro","29515"
"217780","17780","College Station-Bryan, TX","2010","Metro","31040"
"217780","17780","College Station-Bryan, TX","2011","Metro","32106"
"217780","17780","College Station-Bryan, TX","2012","Metro","33652"
"217780","17780","College Station-Bryan, TX","2013","Metro","34581"
"217780","17780","College Station-Bryan, TX","2014","Metro","36314"
"217780","17780","College Station-Bryan, TX","2015","Metro","36341"
"217780","17780","College Station-Bryan, TX","2016","Metro","36145"
"217780","17780","College Station-Bryan, TX","2017","Metro","37868"
"217780","17780","College Station-Bryan, TX","2018","Metro","40529"
"217780","17780","College Station-Bryan, TX","2019","Metro","41701"
"217780","17780","College Station-Bryan, TX","2020","Metro","44068"
"217780","17780","College Station-Bryan, TX","2021","Metro","48850"
"217780","17780","College Station-Bryan, TX","2022","Metro","48638"
"217780","17780","College Station-Bryan, TX","2023","Metro","51507"
"217820","17820","Colorado Springs, CO","2001","Metro","31078"
"217820","17820","Colorado Springs, CO","2002","Metro","31399"
"217820","17820","Colorado Springs, CO","2003","Metro","32031"
"217820","17820","Colorado Springs, CO","2004","Metro","32861"
"217820","17820","Colorado Springs, CO","2005","Metro","34353"
"217820","17820","Colorado Springs, CO","2006","Metro","35420"
"217820","17820","Colorado Springs, CO","2007","Metro","36977"
"217820","17820","Colorado Springs, CO","2008","Metro","37913"
"217820","17820","Colorado Springs, CO","2009","Metro","37809"
"217820","17820","Colorado Springs, CO","2010","Metro","38325"
"217820","17820","Colorado Springs, CO","2011","Metro","40291"
"217820","17820","Colorado Springs, CO","2012","Metro","41144"
"217820","17820","Colorado Springs, CO","2013","Metro","40968"
"217820","17820","Colorado Springs, CO","2014","Metro","42836"
"217820","17820","Colorado Springs, CO","2015","Metro","44235"
"217820","17820","Colorado Springs, CO","2016","Metro","44612"
"217820","17820","Colorado Springs, CO","2017","Metro","46258"
"217820","17820","Colorado Springs, CO","2018","Metro","48086"
"217820","17820","Colorado Springs, CO","2019","Metro","50617"
"217820","17820","Colorado Springs, CO","2020","Metro","54476"
"217820","17820","Colorado Springs, CO","2021","Metro","59608"
"217820","17820","Colorado Springs, CO","2022","Metro","62021"
"217820","17820","Colorado Springs, CO","2023","Metro","65775"
"217860","17860","Columbia, MO","2001","Metro","29089"
"217860","17860","Columbia, MO","2002","Metro","29485"
"217860","17860","Columbia, MO","2003","Metro","30363"
"217860","17860","Columbia, MO","2004","Metro","32037"
"217860","17860","Columbia, MO","2005","Metro","32557"
"217860","17860","Columbia, MO","2006","Metro","33791"
"217860","17860","Columbia, MO","2007","Metro","34670"
"217860","17860","Columbia, MO","2008","Metro","37107"
"217860","17860","Columbia, MO","2009","Metro","38319"
"217860","17860","Columbia, MO","2010","Metro","37622"
"217860","17860","Columbia, MO","2011","Metro","38822"
