"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-12","8.05",,"0.40","0.0","0.0",,"70","50","  320","  340","0.0","21.0","30.0","    1",,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-13","8.28",,"0.00","0.0","0.0",,"77","52","  170","  170","0.0","17.0","23.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-14","6.49",,"0.27","0.0","0.0",,"69","62","  170","  170","0.0","23.9","33.1","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-15","8.05",,"0.09","0.0","0.0",,"68","61","   40","   50","0.0","17.0","21.0","    1",,,,,,"    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-16","11.41",,"0.00","0.0","0.0",,"82","59","  350","  360","0.0","21.0","25.9",,,,,,,"    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-17","6.49",,"0.00","0.0","0.0",,"69","64","   50","   50","0.0","13.0","16.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-18","3.13",,"0.55","0.0","0.0",,"65","62","  180","  200","0.0","10.1","13.0","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-19","3.58",,"0.00","0.0","0.0",,"76","63","   20","   20","0.0","8.9","11.0","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-20","4.47",,"0.00","0.0","0.0",,"81","60","  200","  180","0.0","8.9","12.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-21","8.28",,"0.00","0.0","0.0",,"83","62","  170","  190","0.0","13.0","16.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-22","9.17",,"0.00","0.0","0.0",,"87","65","  170","  200","0.0","14.1","19.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-23","6.26",,"0.02","0.0","0.0",,"86","72","  330","  320","0.0","14.1","21.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-24","6.26",,"0.01","0.0","0.0",,"88","70","  180","  180","0.0","13.0","15.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-25","6.93",,"0.04","0.0","0.0",,"87","69","  320","  290","0.0","16.1","23.0","    1",,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-26","5.82",,,"0.0","0.0",,"88","68","  240","  230","0.0","25.9","36.9",,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-27","9.62",,"0.17","0.0","0.0",,"82","68","  290","  280","0.0","21.9","35.1",,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-28","9.17",,"0.41","0.0","0.0",,"83","64","  290","  280","0.0","30.0","44.1",,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-29","5.37",,"0.38","0.0","0.0",,"79","60","  300","  300","0.0","29.1","38.0",,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-30","11.41",,"0.00","0.0","0.0",,"76","58","  350","  280","0.0","18.1","25.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-05-31","9.40",,"0.00","0.0","0.0",,"77","56","  330","  340","0.0","19.9","31.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-01","7.16",,"0.00","0.0","0.0",,"81","58","  160","  170","0.0","16.1","19.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-02","10.07",,"0.00","0.0","0.0",,"83","64","  250","  200","0.0","19.9","27.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-03","4.70",,"0.01","0.0","0.0",,"86","69","  350","  320","0.0","10.1","15.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-04","6.49",,"0.00","0.0","0.0",,"88","69","  110","  110","0.0","21.0","28.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-05","8.72",,"0.46","0.0","0.0",,"83","72","  190","  170","0.0","16.1","21.0","    1",,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-06","10.74",,"0.00","0.0","0.0",,"86","75","  220","  200","0.0","19.9","33.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-07","10.51",,"0.00","0.0","0.0",,"87","70","  330","  340","0.0","28.0","36.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-08","8.50",,"0.00","0.0","0.0",,"86","64","  270","  260","0.0","18.1","25.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-09","11.63",,"0.00","0.0","0.0",,"85","71","  330","  330","0.0","25.1","33.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-10","8.50",,"0.01","0.0","0.0",,"83","64","  340","  270","0.0","21.0","28.0",,,,,,,"    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-11","9.40",,"0.00","0.0","0.0",,"76","64","  330","  340","0.0","17.0","28.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-12","5.82",,"0.00","0.0","0.0",,"83","61","  170","  170","0.0","15.0","21.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-13","9.62",,"0.00","0.0","0.0",,"90","68","  160","  160","0.0","17.0","23.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-14","8.95",,"0.00","0.0","0.0",,"91","72","  340","  330","0.0","23.9","32.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-15","7.83",,"0.00","0.0","0.0",,"87","68","  330","  310","0.0","16.1","23.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-16","7.38",,"0.00","0.0","0.0",,"89","66","  170","  170","0.0","16.1","23.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-17","11.63",,"0.00","0.0","0.0",,"91","71","  200","  200","0.0","16.1","21.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-18","10.29",,"0.00","0.0","0.0",,"94","74","  160","  190","0.0","16.1","21.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-19","8.50",,"0.00","0.0","0.0",,"91","72","  170","  160","0.0","13.0","18.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-20","8.72",,"0.00","0.0","0.0",,"91","73","  180","  170","0.0","14.1","17.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-21","9.62",,"0.00","0.0","0.0",,"95","73","  170","  180","0.0","16.1","19.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-22","10.29",,"0.00","0.0","0.0",,"100","77","  170","  170","0.0","17.0","21.9",,,,,,,"    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-23","13.65",,"0.00","0.0","0.0",,"99","81","  210","  200","0.0","21.9","35.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-24","12.97",,"0.00","0.0","0.0",,"91","76","  340","  320","0.0","23.9","33.1",,,,,,,"    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-25","8.50",,"0.00","0.0","0.0",,"94","69","  170","  190","0.0","18.1","29.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-26","9.62",,"0.51","0.0","0.0",,"99","72","  270","  260","0.0","36.0","47.0","    1",,"    1",,,,"    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-27","6.49",,"0.01","0.0","0.0",,"92","73","   30","  310","0.0","16.1","21.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-28","10.51",,"0.00","0.0","0.0",,"85","71","   70","   60","0.0","19.9","23.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-29","10.07",,"0.00","0.0","0.0",,"93","71","  180","  210","0.0","18.1","25.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-06-30","9.17",,"0.15","0.0","0.0",,"97","78","   20","   20","0.0","25.1","36.0",,,"    1",,,,"    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-01","13.87",,"0.00","0.0","0.0",,"82","65","   20","  350",,"23.9","34.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-02","7.61",,"0.00","0.0","0.0",,"88","66","  180","  180",,"15.0","19.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-03","10.29",,"0.00","0.0","0.0",,"88","70","  170","  180",,"17.0","21.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-04","7.38",,"0.26","0.0","0.0",,"94","74","  270","  230",,"23.9","33.1","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-05","9.17",,"0.00","0.0","0.0",,"98","77","  160","  170",,"17.0","23.0","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-06","8.05",,"0.00","0.0","0.0",,"98","81","  320","  290",,"16.1","25.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-07","6.49",,"0.00","0.0","0.0",,"97","80","  320","  330",,"16.1","23.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-08","7.38",,"0.00","0.0","0.0",,"98","80","  180","  180",,"17.0","25.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-09","8.95",,"0.00","0.0","0.0",,"99","79","  170","  170",,"15.0","18.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-10","13.65",,"0.13","0.0","0.0",,"97","81","  240","  230",,"30.0","40.0","    1",,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-11","7.38",,"0.00","0.0","0.0",,"95","75","  320","  320",,"17.0","23.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-12","7.61",,"0.15","0.0","0.0",,"83","76","  340","  190",,"18.1","21.9","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-13","4.92",,"0.05","0.0","0.0",,"96","75","  110","  110",,"15.0","19.0","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-14","6.93",,"0.00","0.0","0.0",,"101","79","  210","  200",,"15.0","21.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-15","8.50",,"0.00","0.0","0.0",,"102","81","  330","  290",,"21.9","33.1",,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-16","11.41",,"0.00","0.0","0.0",,"104","80","  200","  210",,"23.0","33.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-17","6.93",,"0.48","0.0","0.0",,"101","78","  280","  270",,"25.9","36.0","    1",,"    1",,,,"    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-18","7.61",,"0.00","0.0","0.0",,"89","76","  350","  350",,"17.0","21.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-19","7.16",,"0.00","0.0","0.0",,"89","75","   20","   30",,"16.1","23.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-20","4.70",,"0.02","0.0","0.0",,"87","74","  140","  160",,"16.1","21.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-21","6.04",,"0.00","0.0","0.0",,"93","72","  170","  160",,"17.0","21.0",,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-22","7.61",,"1.57","0.0","0.0",,"83","74","  200","  180",,"21.0","27.1","    1",,"    1",,,,"    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-23","6.71",,"0.01","0.0","0.0",,"90","73","  170","  170",,"17.0","21.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-24","5.82",,"0.00","0.0","0.0",,"89","76","  220","  200",,"17.0","23.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-25","5.82",,"1.28","0.0","0.0",,"86","72","   10","  360",,"28.0","34.0",,,,,,,"    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-26","7.38",,"0.00","0.0","0.0",,"85","74","   50","   60",,"17.0","21.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-27","4.70",,"0.00","0.0","0.0",,"90","68","  110","   50",,"13.0","17.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-28","4.70",,"0.00","0.0","0.0",,"90","70","  120","  150",,"15.0","19.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-29","10.29",,"0.26","0.0","0.0",,"93","75","  250","  200",,"28.0","36.9",,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-30","11.18",,"0.04","0.0","0.0",,"88","75","  220","  170",,"21.0","28.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-07-31","6.49",,"0.57","0.0","0.0",,"92","75","   20","   30",,"33.1","38.9","    1",,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-01","6.26",,"0.00","0.0","0.0",,"97","75","  190","  190","0.0","14.1","18.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-02","10.74",,"0.00","0.0","0.0",,"99","80","  230","  240","0.0","23.0","32.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-03","10.51",,"0.14","0.0","0.0",,"93","75","  290","  280","0.0","25.9","36.9",,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-04","6.49",,"0.00","0.0","0.0",,"90","74","  170","  220","0.0","14.1","17.0",,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-05","7.16",,"0.00","0.0","0.0",,"93","75","  200","  170","0.0","17.0","21.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-06","10.51",,"0.00","0.0","0.0",,"93","79","  180","  180","0.0","19.9","27.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-07","8.05",,"0.00","0.0","0.0",,"91","77","  130","  130","0.0","17.0","23.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-08","10.07",,"1.08","0.0","0.0",,"81","75","  130","  120","0.0","18.1","30.0","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-09","13.42",,"1.80","0.0","0.0",,"84","77","  240","  140","0.0","31.1","42.9","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-10","5.82",,"0.43","0.0","0.0",,"91","72","  300","  320","0.0","19.9","23.9",,,,,,,"    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-11","5.37",,"0.00","0.0","0.0",,"85","71","  340","  270","0.0","14.1","19.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-12","6.93",,"0.00","0.0","0.0",,"85","68","  340","  330","0.0","18.1","23.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-13","5.37",,"0.00","0.0","0.0",,"86","69","   10","  350","0.0","14.1","21.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-14","8.05",,"0.00","0.0","0.0",,"85","68","  340","  340","0.0","18.1","23.9",,,,,,,"    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-15","6.04",,"0.00","0.0","0.0",,"90","68","  360","  360","0.0","12.1","19.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-16","7.61",,"0.00","0.0","0.0",,"89","70","  170","  160","0.0","15.0","19.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-17","8.50",,"0.19","0.0","0.0",,"86","72","  180","  170","0.0","21.0","28.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-18","7.61",,"0.00","0.0","0.0",,"87","73","  170","  180","0.0","17.0","21.9","    1",,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-19","10.29",,"0.01","0.0","0.0",,"88","73","  330","  320","0.0","25.1","34.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-20","12.08",,"0.00","0.0","0.0",,"76","63","  320","  330","0.0","21.0","28.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-21","9.40",,"0.00","0.0","0.0",,"78","59","  340","  340","0.0","18.1","27.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-22","5.37",,"0.00","0.0","0.0",,"81","58","  300","  290","0.0","17.0","21.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-23","3.80",,"0.00","0.0","0.0",,"86","60","  130","  120","0.0","14.1","19.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-24","6.93",,"0.00","0.0","0.0",,"85","65","  170","  190","0.0","13.0","17.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-25","8.50",,"0.00","0.0","0.0",,"87","66","  190","  200","0.0","15.0","19.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-26","6.26",,"0.12","0.0","0.0",,"91","70","  320","  330","0.0","40.9","53.0",,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-27","5.37",,"0.00","0.0","0.0",,"92","73","  130","  160","0.0","15.0","19.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-28","6.71",,"0.00","0.0","0.0",,"101","75","  320","  330","0.0","18.1","25.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-29","8.28",,"0.77","0.0","0.0",,"93","73","  100","  110","0.0","17.0","21.0","    1",,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-30","8.05",,"0.03","0.0","0.0",,"76","72","   50","   60","0.0","14.1","18.1","    1",,"    1",,,,"    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-08-31","5.14"," 1817","0.01","0.0","0.0",,"82","72","  290","  280","0.0","19.9","25.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-01","6.26",,"0.01","0.0","0.0",,"86","73","  210","  220","0.0","15.0","19.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-02","10.74",,"0.00","0.0","0.0",,"81","67","   10","  360","0.0","21.0","25.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-03","10.07",,"0.00","0.0","0.0",,"77","60","   60","   50","0.0","19.9","25.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-04","6.71",,"0.00","0.0","0.0",,"78","58","   70","   60","0.0","15.0","21.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-05","6.93",,"0.00","0.0","0.0",,"80","61","  100","   90","0.0","14.1","17.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-06","4.25",,"0.00","0.0","0.0",,"79","65","   70","   70","0.0","8.9","11.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-07","8.28",,"0.01","0.0","0.0",,"77","62","  330","  340","0.0","29.1","38.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-08","8.28",,"0.00","0.0","0.0",,"76","57","  250","  260","0.0","17.0","23.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-09","3.80",,"0.00","0.0","0.0",,"80","56","  170","  230","0.0","16.1","25.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-10","5.59",,"0.00","0.0","0.0",,"87","59","  350","  340","0.0","15.0","19.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-11","4.92",,"0.00","0.0","0.0",,"86","64","  110","  100","0.0","14.1","18.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-12","5.82",,"0.00","0.0","0.0",,"83","66","  110","  100","0.0","16.1","21.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-13","6.93",,"0.00","0.0","0.0",,"84","66","   50","   50","0.0","13.0","21.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-14","8.28",,"0.00","0.0","0.0",,"86","65","   50","   50","0.0","18.1","23.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-15","8.50",,"0.00","0.0","0.0",,"84","64","   90","   70","0.0","18.1","27.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-16","11.86",,"0.00","0.0","0.0",,"79","63","   70","   60","0.0","17.0","23.0","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-17","11.86",,"0.10","0.0","0.0",,"81","69","   50","   50","0.0","21.0","25.9","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-18","10.51",,"0.33","0.0","0.0",,"77","70","   50","  100","0.0","18.1","23.0","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-19","7.16",,"0.00","0.0","0.0",,"85","70","  350","   20","0.0","14.1","21.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-20","5.82",,"0.00","0.0","0.0",,"86","65","  170","  180","0.0","13.0","16.1",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-21","8.50",,"0.00","0.0","0.0",,"83","68","  170","  170","0.0","13.0","17.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-22","6.93",,"0.32","0.0","0.0",,"77","67","   60","   50","0.0","16.1","21.0","    1",,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-23","7.83",,"0.09","0.0","0.0",,"70","64","  130","  110","0.0","13.0","19.0","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-24","5.82",,"0.47","0.0","0.0",,"70","63","  120","  110","0.0","12.1","15.0","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-25","6.49",,"0.08","0.0","0.0",,"74","65","  150","  140","0.0","14.1","21.0","    1",,,,,,"    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-26","4.70"," 0032","0.57","0.0","0.0",,"82","72","  180","  140","0.0","8.9","13.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-27","9.62"," 1522","0.13","0.0","0.0",,"79","74","  100","   90","0.0","18.1","28.0","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-28","7.16"," 0012","0.07","0.0","0.0",,"85","72","  170","  100","0.0","15.0","19.9",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-29","9.62"," 1947","0.05","0.0","0.0",,"72","68","   40","   20","0.0","14.1","18.1","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-09-30","9.62"," 0323","0.08","0.0","0.0",,"68","66","   50","   60","0.0","16.1","19.9","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-10-01","7.83",,"1.46","0.0","0.0",,"69","65","   50","   30","0.0","14.1","17.0","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-10-02","3.58",,"0.02","0.0","0.0",,"72","64","   60","   50","0.0","8.9","11.0","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-10-03","3.80",,"0.00","0.0","0.0",,"78","67","  170","  190","0.0","8.9","11.0","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-10-04","7.16",,"0.00","0.0","0.0",,"78","66","  180","  170","0.0","12.1","15.0",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-10-05","6.71",,"0.00","0.0","0.0",,"80","61","  360","  350","0.0","15.0","21.9","    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-10-06","6.49",,"0.00","0.0","0.0",,"78","57","  190","  180","0.0","15.0","19.9",,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2024-10-07","10.96",,"0.00","0.0","0.0",,"75","61","  350","  340","0.0","21.9","28.0",,,,,,,
