STATION,DATE,PRCP,SNOW,TMAX,TMIN
USC00362537,1982-02-01,0.1,0,50,25
USC00362537,1982-02-02,0,0,36,11
USC00362537,1982-02-03,1.1,0,36,26
USC00362537,1982-02-04,0.03,0,41,28
USC00362537,1982-02-05,0,0,38,18
USC00362537,1982-02-06,0,0,38,22
USC00362537,1982-02-07,0,0,32,9
USC00362537,1982-02-08,0,0,43,20
USC00362537,1982-02-09,0.25,2,39,26
USC00362537,1982-02-10,0,0,37,12
USC00362537,1982-02-11,0,0,35,9
USC00362537,1982-02-12,0,0,36,6
USC00362537,1982-02-13,0.12,1.5,43,21
USC00362537,1982-02-14,0,0,41,10
USC00362537,1982-02-15,0,0,52,17
USC00362537,1982-02-16,0,0,57,34
USC00362537,1982-02-17,0.8,6,48,24
USC00362537,1982-02-18,0.23,2.5,35,21
USC00362537,1982-02-19,0.46,0,45,27
USC00362537,1982-02-20,0,0,49,32
USC00362537,1982-02-21,0.06,0,42,34
USC00362537,1982-02-22,0,0,44,30
USC00362537,1982-02-23,0,0,56,25
USC00362537,1982-02-24,0,0,49,30
USC00362537,1982-02-25,0,0,32,15
USC00362537,1982-02-26,0,0,34,12
USC00362537,1982-02-27,0,0,40,17
USC00362537,1982-02-28,0,0,41,17
USC00362537,1982-03-01,0,0,48,15
USC00362537,1982-03-02,0,0,46,27
USC00362537,1982-03-03,0.02,0,37,26
USC00362537,1982-03-04,0.05,0.5,30,18
USC00362537,1982-03-05,0,0,44,26
USC00362537,1982-03-06,0,0,44,22
USC00362537,1982-03-07,0.73,0.5,40,26
USC00362537,1982-03-08,0.07,0,36,18
USC00362537,1982-03-09,0,0,42,16
USC00362537,1982-03-10,0,0,44,18
USC00362537,1982-03-11,0,0,59,30
USC00362537,1982-03-12,0.34,0,66,39
USC00362537,1982-03-13,0.03,0,67,34
USC00362537,1982-03-14,0,0,66,38
USC00362537,1982-03-15,0,0,58,34
USC00362537,1982-03-16,0.43,0,44,34
USC00362537,1982-03-17,0.27,0,56,32
USC00362537,1982-03-18,0,0,55,32
USC00362537,1982-03-19,0,0,54,27
USC00362537,1982-03-20,0.02,0,48,34
USC00362537,1982-03-21,0.08,0,54,37
USC00362537,1982-03-22,0,0,55,34
USC00362537,1982-03-23,0,0,54,26
USC00362537,1982-03-24,0,0,62,24
USC00362537,1982-03-25,0,0,64,26
USC00362537,1982-03-26,0.02,0,52,23
USC00362537,1982-03-27,0,0,41,21
USC00362537,1982-03-28,0,0,46,26
USC00362537,1982-03-29,0,0,61,18
USC00362537,1982-03-30,0,0,66,22
USC00362537,1982-03-31,0.31,0,66,20
USC00362537,1982-04-01,0,0,67,39
USC00362537,1982-04-02,0,0,65,34
USC00362537,1982-04-03,1.45,0,64,39
USC00362537,1982-04-04,0,0,64,33
USC00362537,1982-04-05,0,0,51,25
USC00362537,1982-04-06,0.8,0.3,49,26
USC00362537,1982-04-07,0,0,34,16
USC00362537,1982-04-08,0,0,47,16
USC00362537,1982-04-09,0.37,2.2,45,31
USC00362537,1982-04-10,0.01,0,53,25
USC00362537,1982-04-11,0,0,53,26
USC00362537,1982-04-12,0,0,59,27
USC00362537,1982-04-13,0.02,0,76,40
USC00362537,1982-04-14,0,0,75,39
USC00362537,1982-04-15,0,0,75,43
USC00362537,1982-04-16,0,0,72,39
USC00362537,1982-04-17,0,0,79,55
USC00362537,1982-04-18,0.49,0,77,47
USC00362537,1982-04-19,0,0,71,34
USC00362537,1982-04-20,0,0,69,44
USC00362537,1982-04-21,0,0,61,52
USC00362537,1982-04-22,0,0,56,39
USC00362537,1982-04-23,0,0,65,47
USC00362537,1982-04-24,0,0,76,42
USC00362537,1982-04-25,0,0,77,38
USC00362537,1982-04-26,1.1,0,67,54
USC00362537,1982-04-27,0.13,0,75,52
USC00362537,1982-04-28,0.36,0,61,44
USC00362537,1982-04-29,0,0,66,35
USC00362537,1982-04-30,0,0,75,41
USC00362537,1982-05-01,0,0,77,45
USC00362537,1982-05-02,0,0,75,40
USC00362537,1982-05-03,0,0,85,40
USC00362537,1982-05-04,0,0,76,44
USC00362537,1982-05-05,0,0,76,39
USC00362537,1982-05-06,0,0,83,43
USC00362537,1982-05-07,0,0,88,49
USC00362537,1982-05-08,0,0,75,52
USC00362537,1982-05-09,0,0,75,52
USC00362537,1982-05-10,0,0,72,43
USC00362537,1982-05-11,0,0,80,40
USC00362537,1982-05-12,0,0,88,46
USC00362537,1982-05-13,0,0,87,59
USC00362537,1982-05-14,0,0,85,57
USC00362537,1982-05-15,0,0,81,46
USC00362537,1982-05-16,0,0,88,45
USC00362537,1982-05-17,0,0,89,52
USC00362537,1982-05-18,0,0,87,60
USC00362537,1982-05-19,0,0,88,60
USC00362537,1982-05-20,0.09,0,86,60
USC00362537,1982-05-21,0,0,82,60
USC00362537,1982-05-22,0.09,0,77,59
USC00362537,1982-05-23,0.3,0,61,51
USC00362537,1982-05-24,0.1,0,60,52
USC00362537,1982-05-25,0,0,74,56
USC00362537,1982-05-26,0.1,0,83,55
USC00362537,1982-05-27,0,0,82,59
USC00362537,1982-05-28,0.71,0,76,63
USC00362537,1982-05-29,0.36,0,80,61
USC00362537,1982-05-30,0.07,0,85,64
USC00362537,1982-05-31,0,0,89,66
USC00362537,1982-06-01,0,0,89,64
USC00362537,1982-06-02,0.22,0,88,58
USC00362537,1982-06-03,0.18,0,81,52
USC00362537,1982-06-04,0.18,0,81,54
USC00362537,1982-06-05,1.42,0,64,51
USC00362537,1982-06-06,0.01,0,71,50
USC00362537,1982-06-07,0,0,77,55
USC00362537,1982-06-08,0,0,76,54
USC00362537,1982-06-09,0,0,82,57
USC00362537,1982-06-10,0.53,0,64,51
USC00362537,1982-06-11,0.01,0,69,54
USC00362537,1982-06-12,0.16,0,65,53
USC00362537,1982-06-13,1.72,0,56,51
USC00362537,1982-06-14,0.01,0,78,52
USC00362537,1982-06-15,0,0,80,51
USC00362537,1982-06-16,0.05,0,83,68
USC00362537,1982-06-17,0.64,0,81,65
USC00362537,1982-06-18,0.04,0,80,55
USC00362537,1982-06-19,0,0,83,56
USC00362537,1982-06-20,0,0,78,51
USC00362537,1982-06-21,0,0,82,51
USC00362537,1982-06-22,0,0,80,55
USC00362537,1982-06-23,0,0,80,56
USC00362537,1982-06-24,0,0,78,47
USC00362537,1982-06-25,0,0,82,50
USC00362537,1982-06-26,0,0,85,62
USC00362537,1982-06-27,0,0,88,58
USC00362537,1982-06-28,0.01,0,87,63
USC00362537,1982-06-29,0.07,0,86,68
USC00362537,1982-06-30,0.11,0,79,62
USC00362537,1982-07-01,0,0,79,49
USC00362537,1982-07-02,0,0,80,50
USC00362537,1982-07-03,0.48,0,79,59
USC00362537,1982-07-04,0.16,0,77,53
USC00362537,1982-07-05,0,0,58,64
USC00362537,1982-07-06,0,0,80,55
USC00362537,1982-07-07,0,0,87,65
USC00362537,1982-07-08,0,0,91,68
USC00362537,1982-07-09,0.08,0,89,69
USC00362537,1982-07-10,0,0,87,68
USC00362537,1982-07-11,0,0,76,66
USC00362537,1982-07-12,0.02,0,90,72
USC00362537,1982-07-13,0,0,88,59
USC00362537,1982-07-14,0,0,88,62
USC00362537,1982-07-15,0,0,89,66
USC00362537,1982-07-16,0,0,91,64
USC00362537,1982-07-17,0,0,93,68
USC00362537,1982-07-18,0,0,96,77
USC00362537,1982-07-19,0.04,0,94,76
USC00362537,1982-07-20,0.17,0,84,58
USC00362537,1982-07-21,0,0,84,57
USC00362537,1982-07-22,0,0,92,52
USC00362537,1982-07-23,0,0,90,67
USC00362537,1982-07-24,0,0,88,58
USC00362537,1982-07-25,0,0,92,55
USC00362537,1982-07-26,0,0,94,67
USC00362537,1982-07-27,0.2,0,92,71
USC00362537,1982-07-28,0.34,0,85,69
USC00362537,1982-07-29,0,0,85,55
USC00362537,1982-07-30,0.08,0,79,60
USC00362537,1982-07-31,0,0,83,66
USC00362537,1982-08-01,0.54,0,83,59
USC00362537,1982-08-02,0,0,85,59
USC00362537,1982-08-03,0,0,83,59
USC00362537,1982-08-04,0,0,87,60
USC00362537,1982-08-05,0.51,0,90,70
USC00362537,1982-08-06,0,0,89,67
USC00362537,1982-08-07,0,0,84,65
USC00362537,1982-08-08,0.02,0,84,71
USC00362537,1982-08-09,0.03,0,84,71
USC00362537,1982-08-10,0,0,85,66
USC00362537,1982-08-11,0.09,0,85,59
USC00362537,1982-08-12,0.35,0,76,53
USC00362537,1982-08-13,0.01,0,78,49
USC00362537,1982-08-14,0,0,83,49
USC00362537,1982-08-15,0,0,86,50
USC00362537,1982-08-16,0,0,86,53
USC00362537,1982-08-17,0,0,88,61
USC00362537,1982-08-18,0.11,0,82,54
USC00362537,1982-08-19,0,0,85,50
USC00362537,1982-08-20,0,0,85,55
USC00362537,1982-08-21,0.1,0,81,59
USC00362537,1982-08-22,0,0,73,44
USC00362537,1982-08-23,0.07,0,72,59
USC00362537,1982-08-24,0,0,85,58
USC00362537,1982-08-25,0.08,0,87,67
USC00362537,1982-08-26,0,0,83,50
USC00362537,1982-08-27,0.03,0,82,53
USC00362537,1982-08-28,0,0,78,55
USC00362537,1982-08-29,0,0,74,35
USC00362537,1982-08-30,0,0,74,36
USC00362537,1982-08-31,0,0,84,53
USC00362537,1982-09-01,0,0,83,68
USC00362537,1982-09-02,0.13,0,89,68
USC00362537,1982-09-03,0.48,0,87,65
USC00362537,1982-09-04,0,0,78,48
USC00362537,1982-09-05,0,0,78,42
USC00362537,1982-09-06,0,0,84,44
USC00362537,1982-09-07,0,0,82,53
USC00362537,1982-09-08,0.02,0,73,60
USC00362537,1982-09-09,0,0,77,59
USC00362537,1982-09-10,0.01,0,82,56
USC00362537,1982-09-11,0,0,84,56
USC00362537,1982-09-12,0,0,87,54
USC00362537,1982-09-13,0,0,86,55
USC00362537,1982-09-14,0,0,83,56
USC00362537,1982-09-15,0,0,82,56
USC00362537,1982-09-16,0,0,84,55
USC00362537,1982-09-17,0,0,84,49
USC00362537,1982-09-18,0,0,77,42
USC00362537,1982-09-19,0,0,73,41
USC00362537,1982-09-20,0.3,0,71,56
USC00362537,1982-09-21,0,0,71,57
USC00362537,1982-09-22,0.52,0,67,54
USC00362537,1982-09-23,0.07,0,64,45
USC00362537,1982-09-24,0,0,68,41
USC00362537,1982-09-25,0,0,71,47
USC00362537,1982-09-26,0,0,70,46
USC00362537,1982-09-27,1.34,0,71,56
USC00362537,1982-09-28,0,0,71,49
USC00362537,1982-09-29,0,0,72,47
USC00362537,1982-09-30,0,0,70,52
USC00362537,1982-10-01,0,0,76,44
USC00362537,1982-10-02,0,0,76,53
USC00362537,1982-10-03,0,0,76,39
USC00362537,1982-10-04,0,0,79,56
USC00362537,1982-10-05,0,0,80,57
USC00362537,1982-10-06,0,0,79,57
USC00362537,1982-10-07,0,0,79,59
USC00362537,1982-10-08,0,0,81,61
USC00362537,1982-10-09,0,0,78,55
USC00362537,1982-10-10,0,0,66,51
USC00362537,1982-10-11,0,0,58,44
USC00362537,1982-10-12,0,0,68,53
USC00362537,1982-10-13,0.72,0,67,55
USC00362537,1982-10-14,0.13,0,65,41
USC00362537,1982-10-15,0,0,69,50
USC00362537,1982-10-16,0.03,0,62,39
USC00362537,1982-10-17,0,0,56,32
USC00362537,1982-10-18,0,0,58,24
USC00362537,1982-10-19,0,0,66,31
USC00362537,1982-10-20,0,0,71,38
USC00362537,1982-10-21,0.15,0,68,44
USC00362537,1982-10-22,0,0,53,28
USC00362537,1982-10-23,0,0,50,24
USC00362537,1982-10-24,0,0,51,25
USC00362537,1982-10-25,0.54,0,50,33
USC00362537,1982-10-26,0.05,0,65,41
USC00362537,1982-10-27,0,0,65,36
USC00362537,1982-10-28,0,0,66,28
USC00362537,1982-10-29,0,0,69,32
USC00362537,1982-10-30,0,0,71,39
USC00362537,1982-10-31,0,0,74,47
USC00362537,1982-11-01,0,0,80,55
USC00362537,1982-11-02,0,0,79,49
USC00362537,1982-11-03,0,0,70,55
USC00362537,1982-11-04,2.2,0,67,51
USC00362537,1982-11-05,0.02,0,55,36
USC00362537,1982-11-06,0,0,47,28
USC00362537,1982-11-07,0,0,56,21
USC00362537,1982-11-08,0,0,66,27
USC00362537,1982-11-09,0,0,58,37
USC00362537,1982-11-10,0,0,60,40
USC00362537,1982-11-11,0,0,56,35
USC00362537,1982-11-12,0,0,69,44
USC00362537,1982-11-13,0.44,0,68,38
USC00362537,1982-11-14,0,0,43,23
USC00362537,1982-11-15,0,0,42,23
USC00362537,1982-11-16,0,0,42,14
USC00362537,1982-11-17,0,0,51,22
USC00362537,1982-11-18,0,0,57,28
USC00362537,1982-11-19,0,0,50,40
USC00362537,1982-11-20,0,0,50,43
USC00362537,1982-11-21,0.04,0,59,48
USC00362537,1982-11-22,0.03,0,57,52
USC00362537,1982-11-23,0.01,0,62,50
USC00362537,1982-11-24,0.01,0,62,38
USC00362537,1982-11-25,0,0,47,23
USC00362537,1982-11-26,0,0,47,32
USC00362537,1982-11-27,0,0,51,32
USC00362537,1982-11-28,0.04,0,34,18
USC00362537,1982-11-29,1.06,0,54,28
USC00362537,1982-11-30,0,0,60,43
USC00362537,1982-12-01,0.28,0,51,37
USC00362537,1982-12-02,0.01,0,52,47
USC00362537,1982-12-03,0.03,0,54,51
USC00362537,1982-12-04,0.03,0,74,54
USC00362537,1982-12-05,0,0,76,47
USC00362537,1982-12-06,0,0,67,54
USC00362537,1982-12-07,0,0,56,33
USC00362537,1982-12-08,0,0,53,24
USC00362537,1982-12-09,0,0,44,27
USC00362537,1982-12-10,0,0,32,11
USC00362537,1982-12-11,0,0,40,31
USC00362537,1982-12-12,0,0,37,20
USC00362537,1982-12-13,0,0,34,18
USC00362537,1982-12-14,0,0,35,15
USC00362537,1982-12-15,0.01,0,46,13
USC00362537,1982-12-16,0.92,0,57,38
USC00362537,1982-12-17,0,0,43,31
USC00362537,1982-12-18,0,0,32,14
USC00362537,1982-12-19,0.12,1.8,32,10
USC00362537,1982-12-20,0.02,0,39,25
USC00362537,1982-12-21,0,0,38,22
USC00362537,1982-12-22,0,0,44,31
USC00362537,1982-12-23,0.19,0,40,28
USC00362537,1982-12-24,0,0,52,33
USC00362537,1982-12-25,0,0,61,34
USC00362537,1982-12-26,0.03,0,61,49
USC00362537,1982-12-27,0.09,0,53,37
USC00362537,1982-12-28,0.05,0,65,37
USC00362537,1982-12-29,0,0,64,41
USC00362537,1982-12-30,0,0,41,25
USC00362537,1982-12-31,0,0,38,20
USC00362537,1983-01-01,0,0,46,20
USC00362537,1983-01-02,0,0,43,25
USC00362537,1983-01-03,0,0,43,26
USC00362537,1983-01-04,0,0,38,16
USC00362537,1983-01-05,0.05,0,36,22
USC00362537,1983-01-06,0,0,46,22
USC00362537,1983-01-07,0,0,55,27
USC00362537,1983-01-08,0,0,45,32
USC00362537,1983-01-09,0,0,38,27
USC00362537,1983-01-10,0.65,0,41,32
USC00362537,1983-01-11,0.32,0,50,37
USC00362537,1983-01-12,0,0,43,29
USC00362537,1983-01-13,0,0,37,18
USC00362537,1983-01-14,0,0,42,24
USC00362537,1983-01-15,0.13,0,38,31
USC00362537,1983-01-16,0.07,1.5,35,25
USC00362537,1983-01-17,0,0,32,18
USC00362537,1983-01-18,0.75,0,31,16
USC00362537,1983-01-19,0,0,28,11
USC00362537,1983-01-20,0,0,27,6
USC00362537,1983-01-21,0,0,36,11
USC00362537,1983-01-22,0,0,31,14
USC00362537,1983-01-23,0.69,0,38,29
USC00362537,1983-01-24,0.02,0,41,33
USC00362537,1983-01-25,0,0,42,31
USC00362537,1983-01-26,0,0,44,31
USC00362537,1983-01-27,0,0,38,28
USC00362537,1983-01-28,0,0,39,22
USC00362537,1983-01-29,0,0,44,19
USC00362537,1983-01-30,0.18,0,41,24
USC00362537,1983-01-31,0,0,47,31
USC00362537,1983-02-01,0,0,42,22
USC00362537,1983-02-02,0.76,0,58,28
USC00362537,1983-02-03,0.62,0,58,41
USC00362537,1983-02-04,0,0,44,27
USC00362537,1983-02-05,0,0,34,21
USC00362537,1983-02-06,0.08,0.5,32,24
USC00362537,1983-02-07,0.15,0,42,24
USC00362537,1983-02-08,0,0,39,28
USC00362537,1983-02-09,0,0,38,19
USC00362537,1983-02-10,0,0,34,15
USC00362537,1983-02-11,1.7,15,28,12
USC00362537,1983-02-12,0.55,5,32,12
USC00362537,1983-02-13,0,0,36,-11
USC00362537,1983-02-14,0,0,38,4
USC00362537,1983-02-15,0,0,53,4
USC00362537,1983-02-16,0,0,45,33
USC00362537,1983-02-17,0,0,46,24
USC00362537,1983-02-18,0,0,48,32
USC00362537,1983-02-19,0,0,54,22
USC00362537,1983-02-20,0,0,46,17
USC00362537,1983-02-21,0,0,50,21
USC00362537,1983-02-22,0,0,56,28
USC00362537,1983-02-23,0.06,0,49,32
USC00362537,1983-02-24,0,0,47,27
USC00362537,1983-02-25,0,0,42,28
USC00362537,1983-02-26,0,0,39,22
USC00362537,1983-02-27,0,0,48,17
USC00362537,1983-02-28,0,0,49,21
USC00362537,1983-03-01,0,0,51,32
USC00362537,1983-03-02,0.01,0,61,40
USC00362537,1983-03-03,0,0,65,40
USC00362537,1983-03-04,0,0,72,32
USC00362537,1983-03-05,0,0,67,39
USC00362537,1983-03-06,0.15,0,58,40
USC00362537,1983-03-07,0,0,57,38
USC00362537,1983-03-08,0.5,0,55,38
USC00362537,1983-03-09,0.31,0,44,36
USC00362537,1983-03-10,0.23,0,45,39
USC00362537,1983-03-11,0,0,44,38
USC00362537,1983-03-12,0,0,48,35
USC00362537,1983-03-13,0,0,55,32
USC00362537,1983-03-14,0,0,55,28
USC00362537,1983-03-15,0,0,65,28
USC00362537,1983-03-16,0,0,60,27
USC00362537,1983-03-17,0,0,52,28
USC00362537,1983-03-18,0.5,0,49,38
USC00362537,1983-03-19,1.44,0,59,47
USC00362537,1983-03-20,0,0,58,42
USC00362537,1983-03-21,0.66,0,57,43
USC00362537,1983-03-22,0,0,52,29
USC00362537,1983-03-23,0,0,42,24
USC00362537,1983-03-24,0,0,38,20
USC00362537,1983-03-25,0,0,45,20
USC00362537,1983-03-26,0,0,48,16
USC00362537,1983-03-27,1.35,0,44,32
USC00362537,1983-03-28,0.04,0,54,36
USC00362537,1983-03-29,0,0,50,39
USC00362537,1983-03-30,0,0,47,22
USC00362537,1983-03-31,0,0,50,30
USC00362537,1983-04-01,0,0,58,30
USC00362537,1983-04-02,0,0,56,34
USC00362537,1983-04-03,1.6,0,61,43
USC00362537,1983-04-04,0,0,58,42
USC00362537,1983-04-05,0,0,63,36
USC00362537,1983-04-06,0,0,61,44
USC00362537,1983-04-07,0.13,0,55,49
USC00362537,1983-04-08,0.87,0,57,51
USC00362537,1983-04-09,0.45,0,57,45
USC00362537,1983-04-10,1.69,0,56,40
USC00362537,1983-04-11,0.04,0,56,44
USC00362537,1983-04-12,0,0,59,38
USC00362537,1983-04-13,0,0,58,30
USC00362537,1983-04-14,0,0,59,40
USC00362537,1983-04-15,1.85,0,57,48
USC00362537,1983-04-16,0.22,0,54,40
USC00362537,1983-04-17,0,0,51,26
USC00362537,1983-04-18,0,0,50,33
USC00362537,1983-04-19,0,0,45,30
USC00362537,1983-04-20,0.61,0,49,30
USC00362537,1983-04-21,0,0,60,36
USC00362537,1983-04-22,0,0,68,33
USC00362537,1983-04-23,0,0,67,35
USC00362537,1983-04-24,1.63,0,58,46
USC00362537,1983-04-25,0.18,0,47,40
USC00362537,1983-04-26,0,0,72,39
USC00362537,1983-04-27,0,0,76,48
USC00362537,1983-04-28,0,0,84,47
USC00362537,1983-04-29,0,0,83,59
USC00362537,1983-04-30,0,0,77,58
USC00362537,1983-05-01,0.02,0,76,58
USC00362537,1983-05-02,0.05,0,79,59
USC00362537,1983-05-03,0.03,0,78,58
USC00362537,1983-05-04,0.37,0,67,48
USC00362537,1983-05-05,0,0,69,41
USC00362537,1983-05-06,0,0,67,37
USC00362537,1983-05-07,0,0,75,44
USC00362537,1983-05-08,0.26,0,72,42
USC00362537,1983-05-09,0,0,62,39
USC00362537,1983-05-10,0,0,68,31
USC00362537,1983-05-11,0,0,75,36
USC00362537,1983-05-12,0,0,76,33
USC00362537,1983-05-13,0,0,76,36
USC00362537,1983-05-14,0,0,77,42
USC00362537,1983-05-15,0.53,0,77,64
USC00362537,1983-05-16,1.6,0,71,46
USC00362537,1983-05-17,0.21,0,67,31
USC00362537,1983-05-18,0,0,68,34
USC00362537,1983-05-19,0.35,0,67,51
USC00362537,1983-05-20,0.55,0,78,56
USC00362537,1983-05-21,0.4,0,77,62
USC00362537,1983-05-22,0.23,0,66,53
USC00362537,1983-05-23,0.81,0,81,59
USC00362537,1983-05-24,0,0,80,53
USC00362537,1983-05-25,0,0,73,42
USC00362537,1983-05-26,0.73,0,73,31
USC00362537,1983-05-27,0,0,69,41
USC00362537,1983-05-28,0,0,68,39
USC00362537,1983-05-29,0.26,0,65,53
USC00362537,1983-05-30,0.03,0,75,61
USC00362537,1983-05-31,0.01,0,74,52
USC00362537,1983-06-01,0,0,69,42
USC00362537,1983-06-02,0,0,72,43
USC00362537,1983-06-03,0.1,0,73,54
USC00362537,1983-06-04,0.4,0,72,61
USC00362537,1983-06-05,0,0,78,53
USC00362537,1983-06-06,0,0,79,60
USC00362537,1983-06-07,0,0,78,63
USC00362537,1983-06-08,0,0,81,56
USC00362537,1983-06-09,0,0,78,54
USC00362537,1983-06-10,0,0,78,52
USC00362537,1983-06-11,0,0,89,55
USC00362537,1983-06-12,0,0,88,59
USC00362537,1983-06-13,0,0,89,59
USC00362537,1983-06-14,0,0,90,59
USC00362537,1983-06-15,0.03,0,90,63
USC00362537,1983-06-16,0,0,88,62
USC00362537,1983-06-17,0,0,90,62
USC00362537,1983-06-18,0.87,0,86,65
USC00362537,1983-06-19,0.85,0,79,64
USC00362537,1983-06-20,0.75,0,79,67
USC00362537,1983-06-21,0.3,0,77,63
USC00362537,1983-06-22,0.01,0,83,57
USC00362537,1983-06-23,0,0,85,55
USC00362537,1983-06-24,0,0,92,54
USC00362537,1983-06-25,0,0,90,62
USC00362537,1983-06-26,0,0,86,50
USC00362537,1983-06-27,0,0,92,58
USC00362537,1983-06-28,0,0,91,73
USC00362537,1983-06-29,1.91,0,84,59
USC00362537,1983-06-30,0,0,77,59
USC00362537,1983-07-01,0,0,84,63
USC00362537,1983-07-02,0,0,93,64
USC00362537,1983-07-03,0,0,94,68
USC00362537,1983-07-04,0,0,94,69
USC00362537,1983-07-05,0.19,0,83,64
USC00362537,1983-07-06,0,0,77,61
USC00362537,1983-07-07,0,0,78,49
USC00362537,1983-07-08,0,0,83,50
USC00362537,1983-07-09,0,0,88,58
USC00362537,1983-07-10,0,0,83,53
USC00362537,1983-07-11,0,0,83,53
USC00362537,1983-07-12,0,0,92,54
USC00362537,1983-07-13,0,0,92,55
USC00362537,1983-07-14,0,0,91,61
USC00362537,1983-07-15,0,0,100,64
USC00362537,1983-07-16,0,0,98,63
USC00362537,1983-07-17,0,0,98,73
USC00362537,1983-07-18,0,0,97,70
USC00362537,1983-07-19,0,0,91,68
USC00362537,1983-07-20,0,0,93,65
USC00362537,1983-07-21,0,0,94,67
USC00362537,1983-07-22,0.13,0,95,60
USC00362537,1983-07-23,0.03,0,85,52
USC00362537,1983-07-24,0.07,0,92,67
USC00362537,1983-07-25,0,0,92,62
USC00362537,1983-07-26,0,0,90,55
USC00362537,1983-07-27,0,0,93,55
USC00362537,1983-07-28,0,0,91,63
USC00362537,1983-07-29,0,0,92,66
USC00362537,1983-07-30,0,0,96,69
USC00362537,1983-07-31,0,0,94,66
USC00362537,1983-08-01,0.22,0,91,64
USC00362537,1983-08-02,0,0,92,60
USC00362537,1983-08-03,0,0,90,62
USC00362537,1983-08-04,0,0,90,63
USC00362537,1983-08-05,0.37,0,91,63
USC00362537,1983-08-06,0,0,89,66
USC00362537,1983-08-07,0,0,93,67
USC00362537,1983-08-08,0,0,95,64
USC00362537,1983-08-09,0,0,95,65
USC00362537,1983-08-10,0,0,89,60
USC00362537,1983-08-11,0.78,0,86,69
USC00362537,1983-08-12,0,0,72,65
USC00362537,1983-08-13,0,0,71,57
USC00362537,1983-08-14,0,0,79,48
USC00362537,1983-08-15,0,0,82,48
USC00362537,1983-08-16,0,0,86,52
USC00362537,1983-08-17,0,0,89,57
USC00362537,1983-08-18,0.1,0,87,57
USC00362537,1983-08-19,0,0,94,58
USC00362537,1983-08-20,0,0,104,65
USC00362537,1983-08-21,0,0,100,59
USC00362537,1983-08-22,0,0,97,57
USC00362537,1983-08-23,0,0,100,62
USC00362537,1983-08-24,0,0,85,61
USC00362537,1983-08-25,0,0,85,60
USC00362537,1983-08-26,0,0,89,57
USC00362537,1983-08-27,0,0,96,63
USC00362537,1983-08-28,0.18,0,89,68
USC00362537,1983-08-29,0.01,0,92,68
USC00362537,1983-08-30,0,0,92,60
USC00362537,1983-08-31,0.54,0,90,66
USC00362537,1983-09-01,0,0,84,60
USC00362537,1983-09-02,0,0,84,53
USC00362537,1983-09-03,0,0,88,54
USC00362537,1983-09-04,0,0,87,61
USC00362537,1983-09-05,0,0,92,64
USC00362537,1983-09-06,0,0,93,66
USC00362537,1983-09-07,0,0,93,67
USC00362537,1983-09-08,0,0,88,54
USC00362537,1983-09-09,0,0,91,50
USC00362537,1983-09-10,0,0,98,51
USC00362537,1983-09-11,0,0,97,65
USC00362537,1983-09-12,0.49,0,96,65
USC00362537,1983-09-13,0.22,0,71,60
USC00362537,1983-09-14,0,0,76,51
USC00362537,1983-09-15,0,0,73,45
USC00362537,1983-09-16,0,0,71,40
USC00362537,1983-09-17,0,0,84,54
USC00362537,1983-09-18,0,0,82,46
USC00362537,1983-09-19,0,0,94,56
USC00362537,1983-09-20,0,0,91,50
USC00362537,1983-09-21,0.9,0,82,63
USC00362537,1983-09-22,0.21,0,62,43
USC00362537,1983-09-23,0,0,64,33
USC00362537,1983-09-24,0,0,67,35
USC00362537,1983-09-25,0,0,68,32
USC00362537,1983-09-26,0,0,69,40
USC00362537,1983-09-27,0,0,80,41
USC00362537,1983-09-28,0,0,75,51
USC00362537,1983-09-29,0,0,71,39
USC00362537,1983-09-30,0.39,0,66,43
USC00362537,1983-10-01,0.05,0,67,58
USC00362537,1983-10-02,0,0,76,56
USC00362537,1983-10-03,0,0,82,56
USC00362537,1983-10-04,0,0,84,50
USC00362537,1983-10-05,0.04,0,87,56
USC00362537,1983-10-06,0,0,78,50
USC00362537,1983-10-07,0,0,73,38
USC00362537,1983-10-08,0,0,74,36
USC00362537,1983-10-09,0,0,74,42
USC00362537,1983-10-10,0,0,72,49
USC00362537,1983-10-11,0,0,62,39
USC00362537,1983-10-12,0.93,0,69,40
USC00362537,1983-10-13,0.04,0,75,57
USC00362537,1983-10-14,0.51,0,74,41
USC00362537,1983-10-15,0.01,0,70,38
USC00362537,1983-10-16,0,0,65,36
USC00362537,1983-10-17,0,0,64,38
USC00362537,1983-10-18,0,0,66,46
USC00362537,1983-10-19,0.52,0,59,42
USC00362537,1983-10-20,0.03,0,57,39
USC00362537,1983-10-21,0,0,56,39
USC00362537,1983-10-22,0.04,0,54,28
USC00362537,1983-10-23,1.49,0,54,45
USC00362537,1983-10-24,0.61,0,58,46
USC00362537,1983-10-25,0.29,0,58,44
USC00362537,1983-10-26,0.02,0,58,41
USC00362537,1983-10-27,0,0,56,36
USC00362537,1983-10-28,0,0,75,38
USC00362537,1983-10-29,0,0,68,48
USC00362537,1983-10-30,0,0,54,23
USC00362537,1983-10-31,0,0,55,23
USC00362537,1983-11-01,0,0,60,29
USC00362537,1983-11-02,0,0,63,33
USC00362537,1983-11-03,0.07,0,69,50
USC00362537,1983-11-04,0,0,60,35
USC00362537,1983-11-05,0.05,0,49,36
USC00362537,1983-11-06,0.02,0,54,28
